team,score,frequency
PHI,19,0.024793388429752067
PHI,0,0.005509641873278237
PHI,28,0.024793388429752067
PHI,31,0.03856749311294766
PHI,30,0.03305785123966942
PHI,15,0.008264462809917356
PHI,49,0.005509641873278237
PHI,47,0.0027548209366391185
PHI,12,0.008264462809917356
PHI,42,0.0027548209366391185
PHI,6,0.008264462809917356
PHI,56,0.0027548209366391185
PHI,22,0.01928374655647383
PHI,9,0.005509641873278237
PHI,45,0.008264462809917356
PHI,59,0.0027548209366391185
PHI,54,0.0027548209366391185
PHI,43,0.005509641873278237
PHI,39,0.0027548209366391185
PHI,29,0.013774104683195593
PHI,51,0.0027548209366391185
PHI,32,0.008264462809917356
PHI,11,0.0027548209366391185
DAL,14,0.024793388429752067
DAL,31,0.06336088154269973
DAL,27,0.0743801652892562
DAL,24,0.06887052341597796
DAL,16,0.027548209366391185
DAL,48,0.005509641873278237
DAL,17,0.05785123966942149
DAL,13,0.0440771349862259
DAL,23,0.01928374655647383
DAL,0,0.011019283746556474
DAL,15,0.005509641873278237
DAL,7,0.0440771349862259
DAL,32,0.0027548209366391185
DAL,6,0.01928374655647383
DAL,21,0.0440771349862259
DAL,18,0.008264462809917356
DAL,9,0.01652892561983471
DAL,3,0.01928374655647383
DAL,20,0.06336088154269973
DAL,10,0.03856749311294766
DAL,35,0.030303030303030304
DAL,38,0.03581267217630854
DAL,19,0.02203856749311295
DAL,43,0.008264462809917356
DAL,28,0.030303030303030304
DAL,34,0.030303030303030304
DAL,33,0.01928374655647383
DAL,45,0.008264462809917356
DAL,22,0.013774104683195593
DAL,37,0.01928374655647383
DAL,25,0.005509641873278237
DAL,41,0.013774104683195593
DAL,26,0.013774104683195593
DAL,30,0.02203856749311295
DAL,44,0.008264462809917356
DAL,29,0.011019283746556474
DAL,36,0.008264462809917356
DAL,42,0.005509641873278237
DAL,12,0.005509641873278237
DAL,40,0.01652892561983471
DAL,8,0.0027548209366391185
DAL,56,0.0027548209366391185
DAL,49,0.005509641873278237
DAL,54,0.0027548209366391185
LV,9,0.024793388429752067
LV,38,0.01652892561983471
LV,24,0.05785123966942149
LV,36,0.005509641873278237
LV,34,0.03856749311294766
LV,20,0.07988980716253444
LV,31,0.04132231404958678
LV,15,0.01928374655647383
LV,49,0.005509641873278237
LV,41,0.005509641873278237
LV,27,0.05234159779614325
LV,28,0.030303030303030304
LV,23,0.03581267217630854
LV,13,0.06336088154269973
LV,10,0.05785123966942149
LV,17,0.06060606060606061
LV,30,0.01928374655647383
LV,52,0.0027548209366391185
LV,21,0.030303030303030304
LV,26,0.030303030303030304
LV,7,0.024793388429752067
LV,8,0.005509641873278237
LV,14,0.05509641873278237
LV,3,0.024793388429752067
LV,25,0.011019283746556474
LV,40,0.008264462809917356
LV,19,0.01928374655647383
LV,16,0.03856749311294766
LV,0,0.024793388429752067
LV,6,0.024793388429752067
LV,22,0.011019283746556474
LV,35,0.01652892561983471
LV,11,0.0027548209366391185
LV,18,0.005509641873278237
LV,59,0.0027548209366391185
LV,33,0.01652892561983471
LV,39,0.0027548209366391185
LV,32,0.005509641873278237
LV,37,0.008264462809917356
LV,45,0.005509641873278237
LV,29,0.0027548209366391185
LV,12,0.0027548209366391185
LV,63,0.0027548209366391185
LAC,6,0.013736263736263736
LAC,27,0.054945054945054944
LAC,10,0.04120879120879121
LAC,12,0.0027472527472527475
LAC,31,0.04120879120879121
LAC,7,0.019230769230769232
LAC,24,0.07417582417582418
LAC,13,0.04120879120879121
LAC,15,0.0027472527472527475
LAC,37,0.016483516483516484
LAC,17,0.07417582417582418
LAC,3,0.016483516483516484
LAC,22,0.027472527472527472
LAC,30,0.04395604395604396
LAC,32,0.013736263736263736
LAC,28,0.03296703296703297
LAC,16,0.027472527472527472
LAC,26,0.03021978021978022
LAC,20,0.09065934065934066
LAC,14,0.027472527472527472
LAC,34,0.038461538461538464
LAC,23,0.03571428571428571
LAC,21,0.046703296703296704
LAC,9,0.005494505494505495
LAC,35,0.01098901098901099
LAC,42,0.008241758241758242
LAC,8,0.0027472527472527475
LAC,38,0.03021978021978022
LAC,43,0.008241758241758242
LAC,45,0.008241758241758242
LAC,41,0.019230769230769232
LAC,48,0.01098901098901099
LAC,40,0.0027472527472527475
LAC,49,0.0027472527472527475
LAC,51,0.0027472527472527475
LAC,33,0.016483516483516484
LAC,29,0.016483516483516484
