,season,week,team_abbr,spread,total,implied_score
3923,2023,10,CLE,6.0,38.0,16.0
3924,2023,10,CIN,-5.5,45.5,26.0
3925,2023,10,HOU,5.5,45.5,20.0
3926,2023,10,DAL,-17.5,39.0,28.0
3927,2023,10,NYG,17.5,39.0,11.0
3928,2023,10,JAX,3.0,44.5,21.0
3929,2023,10,SF,-3.0,44.5,24.0
3930,2023,10,LV,1.0,35.5,17.0
3931,2023,10,NYJ,-1.0,35.5,18.0
3932,2023,10,LAC,2.5,48.5,23.0
3933,2023,10,DET,-2.5,48.5,26.0
3934,2023,10,MIN,3.0,40.5,19.0
3935,2023,10,NO,-3.0,40.5,22.0
3936,2023,10,NE,1.5,42.5,20.0
3937,2023,10,IND,-1.5,42.5,22.0
3938,2023,10,PIT,-3.0,38.5,21.0
3939,2023,10,GB,3.0,38.5,18.0
3940,2023,10,SEA,-6.0,44.0,25.0
3941,2023,10,WAS,6.0,44.0,19.0
3942,2023,10,TB,-2.5,39.0,21.0
3943,2023,10,TEN,2.5,39.0,18.0
3944,2023,10,BUF,-7.5,47.5,28.0
3945,2023,10,DEN,7.5,47.5,20.0
3946,2023,11,BAL,-4.0,46.5,25.0
3947,2023,11,CIN,4.0,46.5,21.0
3948,2023,11,BUF,-8.5,39.0,24.0
3949,2023,11,NYJ,8.5,39.0,15.0
3950,2023,11,CAR,11.0,43.0,16.0
3951,2023,11,DAL,-11.0,43.0,27.0
3952,2023,11,CLE,-2.0,34.5,18.0
3953,2023,11,PIT,2.0,34.5,16.0
3954,2023,11,DEN,-2.5,43.0,23.0
3955,2023,11,MIN,2.5,43.0,20.0
3956,2023,11,DET,-8.0,48.0,28.0
3957,2023,11,CHI,8.0,48.0,20.0
3958,2023,11,GB,3.0,44.0,20.0
3959,2023,11,LAC,-3.0,44.0,24.0
3960,2023,11,HOU,-5.0,48.0,26.0
3961,2023,11,ARI,5.0,48.0,22.0
3962,2023,11,JAX,-6.5,40.0,23.0
3963,2023,11,TEN,6.5,40.0,17.0
3964,2023,11,LAR,-2.0,46.0,24.0
3965,2023,11,SEA,2.0,46.0,22.0
3966,2023,11,MIA,-14.0,44.5,29.0
3967,2023,11,LV,14.0,44.5,15.0
3968,2023,11,SF,-13.5,41.5,28.0
3969,2023,11,TB,13.5,41.5,14.0
3970,2023,11,WAS,-8.5,39.0,24.0
3971,2023,11,NYG,8.5,39.0,15.0
3972,2023,11,KC,-2.5,46.0,24.0
3973,2023,11,PHI,2.5,46.0,22.0
3974,2023,12,DAL,-13.0,48.0,30.0
3975,2023,12,WAS,13.0,48.0,18.0
3976,2023,12,DET,-8.5,47.0,28.0
3977,2023,12,GB,8.5,47.0,19.0
3978,2023,12,SEA,7.0,43.0,18.0
3979,2023,12,SF,-7.0,43.0,25.0
3980,2023,12,NYJ,9.5,40.0,15.0
3981,2023,12,MIA,-9.5,40.0,25.0
3982,2023,12,ARI,3.0,45.0,21.0
3983,2023,12,LAR,-3.0,45.0,24.0
3984,2023,12,ATL,2.0,42.0,20.0
3985,2023,12,NO,-2.0,42.0,22.0
3986,2023,12,CIN,2.0,37.0,18.0
3987,2023,12,PIT,-2.0,37.0,20.0
3988,2023,12,DEN,-1.5,37.5,20.0
3989,2023,12,CLE,1.5,37.5,18.0
3990,2023,12,HOU,1.5,47.5,23.0
3991,2023,12,JAX,-1.5,47.5,24.0
3992,2023,12,IND,-2.5,45.0,24.0
3993,2023,12,TB,2.5,45.0,21.0
3994,2023,12,LV,9.0,42.5,17.0
3995,2023,12,KC,-9.0,42.5,26.0
3996,2023,12,LAC,3.0,49.0,23.0
3997,2023,12,BAL,-3.0,49.0,26.0
3998,2023,12,NYG,4.5,36.0,16.0
3999,2023,12,NE,-4.5,36.0,20.0
4000,2023,12,PHI,-2.5,48.5,26.0
4001,2023,12,BUF,2.5,48.5,23.0
4002,2023,12,TEN,-3.5,35.5,20.0
4003,2023,12,CAR,3.5,35.5,16.0
4004,2023,12,MIN,-3.0,43.5,23.0
4005,2023,12,CHI,3.0,43.5,20.0
4006,2023,13,DAL,-9.5,47.5,28.0
4007,2023,13,SEA,9.5,47.5,19.0
4008,2023,13,GB,6.0,44.0,19.0
4009,2023,13,KC,-6.0,44.0,25.0
4010,2023,13,HOU,-3.0,47.0,25.0
4011,2023,13,DEN,3.0,47.0,22.0
4012,2023,13,LAR,-3.5,39.5,22.0
4013,2023,13,CLE,3.5,39.5,18.0
4014,2023,13,NE,4.5,39.0,17.0
4015,2023,13,LAC,-4.5,39.0,22.0
4016,2023,13,NO,4.0,47.5,22.0
4017,2023,13,DET,-4.0,47.5,26.0
4018,2023,13,NYJ,2.0,33.0,16.0
4019,2023,13,ATL,-2.0,33.0,18.0
4020,2023,13,PHI,3.0,46.5,22.0
4021,2023,13,SF,-3.0,46.5,25.0
4022,2023,13,PIT,-6.0,41.0,24.0
4023,2023,13,ARI,6.0,41.0,18.0
4024,2023,13,TB,-3.5,36.5,20.0
4025,2023,13,CAR,3.5,36.5,16.0
4026,2023,13,TEN,1.0,42.0,20.0
4027,2023,13,IND,-1.0,42.0,22.0
4028,2023,13,WAS,9.0,49.5,20.0
4029,2023,13,MIA,-9.0,49.5,29.0
4030,2023,13,JAX,-10.0,41.0,26.0
4031,2023,13,CIN,10.0,41.0,16.0
4032,2023,14,PIT,-5.0,30.5,18.0
4033,2023,14,NE,5.0,30.5,13.0
4034,2023,14,ATL,-1.5,41.5,22.0
4035,2023,14,TB,1.5,41.5,20.0
4036,2023,14,BAL,-7.5,42.0,25.0
4037,2023,14,LAR,7.5,42.0,17.0
4038,2023,14,CHI,3.0,44.5,21.0
4039,2023,14,DET,-3.0,44.5,24.0
4040,2023,14,CIN,-3.0,44.5,24.0
4041,2023,14,IND,3.0,44.5,21.0
4042,2023,14,CLE,-2.0,37.5,20.0
4043,2023,14,JAX,2.0,37.5,18.0
4044,2023,14,DAL,-3.5,52.5,28.0
4045,2023,14,PHI,3.5,52.5,24.0
4046,2023,14,KC,-2.0,49.5,26.0
4047,2023,14,BUF,2.0,49.5,24.0
4048,2023,14,LV,3.0,40.5,19.0
4049,2023,14,MIN,-3.0,40.5,22.0
4050,2023,14,LAC,-3.0,46.0,24.0
4051,2023,14,DEN,3.0,46.0,22.0
4052,2023,14,NO,-5.0,39.0,22.0
4053,2023,14,CAR,5.0,39.0,17.0
4054,2023,14,NYJ,3.0,33.5,15.0
4055,2023,14,HOU,-3.0,33.5,18.0
4056,2023,14,SF,-14.5,44.5,30.0
4057,2023,14,SEA,14.5,44.5,15.0
4058,2023,14,MIA,-13.5,45.0,29.0
4059,2023,14,TEN,13.5,45.0,16.0
4060,2023,14,NYG,5.5,37.0,16.0
4061,2023,14,GB,-5.5,37.0,21.0
4062,2023,15,LV,3.0,35.5,16.0
4063,2023,15,LAC,3.0,35.5,16.0
4064,2023,15,CIN,-3.0,41.0,22.0
4065,2023,15,MIN,3.0,41.0,19.0
4066,2023,15,DET,-5.0,49.0,27.0
4067,2023,15,DEN,5.0,49.0,22.0
4068,2023,15,IND,-1.0,41.5,21.0
4069,2023,15,PIT,1.0,41.5,20.0
4070,2023,15,ARI,11.5,48.5,18.0
4071,2023,15,SF,-11.5,48.5,30.0
4072,2023,15,BUF,-2.5,49.0,26.0
4073,2023,15,DAL,2.5,49.0,23.0
4074,2023,15,CAR,2.5,32.0,15.0
4075,2023,15,ATL,-2.5,32.0,17.0
4076,2023,15,CLE,-3.0,37.5,20.0
4077,2023,15,CHI,3.0,37.5,17.0
4078,2023,15,GB,-4.0,41.5,23.0
4079,2023,15,TB,4.0,41.5,19.0
4080,2023,15,JAX,-4.0,42.5,23.0
4081,2023,15,BAL,4.0,42.5,19.0
4082,2023,15,LAR,-6.5,48.5,28.0
4083,2023,15,WAS,6.5,48.5,21.0
4084,2023,15,MIA,-7.0,35.5,21.0
4085,2023,15,NYJ,7.0,35.5,14.0
4086,2023,15,NE,9.5,39.5,15.0
4087,2023,15,KC,-9.5,39.5,24.0
4088,2023,15,NO,-6.0,39.5,23.0
4089,2023,15,NYG,6.0,39.5,17.0
4090,2023,15,TEN,-3.0,38.0,20.0
4091,2023,15,HOU,3.0,38.0,18.0
4092,2023,15,SEA,4.0,46.5,21.0
4093,2023,15,PHI,-4.0,46.5,25.0
4094,2023,16,LAR,-4.0,45.0,24.0
4095,2023,16,NO,4.0,45.0,20.0
4096,2023,16,LAC,12.5,44.5,16.0
4097,2023,16,BUF,-12.5,44.5,28.0
4098,2023,16,PIT,3.0,39.0,18.0
4099,2023,16,CIN,-3.0,39.0,21.0
4100,2023,16,ATL,-2.5,44.5,24.0
4101,2023,16,IND,2.5,44.5,21.0
4102,2023,16,CAR,3.5,38.5,18.0
4103,2023,16,GB,-3.5,38.5,21.0
4104,2023,16,CHI,-4.5,42.0,23.0
4105,2023,16,ARI,4.5,42.0,19.0
4106,2023,16,DEN,-7.0,37.5,22.0
4107,2023,16,NE,7.0,37.5,15.0
4108,2023,16,HOU,3.0,40.0,18.0
4109,2023,16,CLE,-3.0,40.0,22.0
4110,2023,16,MIA,-1.5,48.5,25.0
4111,2023,16,DAL,1.5,48.5,24.0
4112,2023,16,MIN,2.5,47.5,22.0
4113,2023,16,DET,-2.5,47.5,25.0
4114,2023,16,NYJ,-3.0,37.0,20.0
4115,2023,16,WAS,3.0,37.0,17.0
4116,2023,16,TB,2.0,43.0,20.0
4117,2023,16,JAX,-2.0,43.0,22.0
4118,2023,16,TEN,3.0,42.0,20.0
4119,2023,16,SEA,-3.0,42.0,22.0
4120,2023,16,KC,-11.0,40.5,26.0
4121,2023,16,LV,11.0,40.5,15.0
4122,2023,16,PHI,-14.0,41.5,28.0
4123,2023,16,NYG,14.0,41.5,14.0
4124,2023,16,SF,-6.5,47.5,27.0
4125,2023,16,BAL,6.5,47.5,20.0
4126,2023,17,CLE,-7.0,33.5,20.0
4127,2023,17,NYJ,7.0,33.5,13.0
4128,2023,17,DAL,-4.0,53.0,28.0
4129,2023,17,DET,4.0,53.0,24.0
4130,2023,17,BAL,-3.0,46.5,25.0
4131,2023,17,MIA,3.0,46.5,22.0
4132,2023,17,BUF,-14.5,40.0,27.0
4133,2023,17,NE,14.5,40.0,13.0
4134,2023,17,CHI,-2.5,39.0,21.0
4135,2023,17,ATL,2.5,39.0,18.0
4136,2023,17,DEN,-3.5,39.0,21.0
4137,2023,17,LAC,3.5,39.0,18.0
4138,2023,17,HOU,-5.0,44.0,24.0
4139,2023,17,TEN,5.0,44.0,20.0
4140,2023,17,IND,-3.5,42.0,23.0
4141,2023,17,LV,3.5,42.0,19.0
4142,2023,17,JAX,-3.5,37.5,20.0
4143,2023,17,CAR,3.5,37.5,17.0
4144,2023,17,KC,-7.0,46.5,27.0
4145,2023,17,CIN,7.0,46.5,20.0
4146,2023,17,MIN,-1.0,42.5,22.0
4147,2023,17,GB,1.0,42.5,21.0
4148,2023,17,NYG,6.0,43.5,19.0
4149,2023,17,LAR,-6.0,43.5,25.0
4150,2023,17,PHI,-12.5,48.0,30.0
4151,2023,17,ARI,12.5,48.0,18.0
4152,2023,17,SEA,-4.0,40.5,22.0
4153,2023,17,PIT,4.0,40.5,18.0
4154,2023,17,TB,-2.5,42.5,22.0
4155,2023,17,NO,2.5,42.5,20.0
4156,2023,17,WAS,14.0,48.5,17.0
4157,2023,17,SF,-14.0,48.5,31.0
4158,2023,18,BAL,3.0,34.0,16.0
4159,2023,18,PIT,-3.0,34.0,18.0
4160,2023,18,ARI,3.0,48.0,22.0
4161,2023,18,SEA,-3.0,48.0,26.0
4162,2023,18,CAR,4.5,36.5,16.0
4163,2023,18,TB,-4.5,36.5,20.0
4164,2023,18,CIN,-7.0,37.0,22.0
4165,2023,18,CLE,7.0,37.0,15.0
4166,2023,18,DET,-4.0,47.5,26.0
4167,2023,18,MIN,4.0,47.5,22.0
4168,2023,18,GB,-2.5,46.0,24.0
4169,2023,18,CHI,2.5,46.0,22.0
4170,2023,18,IND,1.0,47.5,23.0
4171,2023,18,HOU,-1.0,47.5,24.0
4172,2023,18,LV,3.5,37.5,17.0
4173,2023,18,DEN,3.5,37.5,17.0
4174,2023,18,LAC,-3.5,35.0,19.0
4175,2023,18,KC,3.5,35.0,16.0
4176,2023,18,MIA,2.5,48.0,23.0
4177,2023,18,BUF,-2.5,48.0,25.0
4178,2023,18,NE,-2.0,28.5,15.0
4179,2023,18,NYJ,2.0,28.5,13.0
4180,2023,18,NO,-3.0,41.5,22.0
4181,2023,18,ATL,3.0,41.5,19.0
4182,2023,18,NYG,5.0,43.5,19.0
4183,2023,18,PHI,-5.0,43.5,24.0
4184,2023,18,SF,-5.5,40.0,23.0
4185,2023,18,LAR,5.5,40.0,17.0
4186,2023,18,TEN,3.5,41.5,19.0
4187,2023,18,JAX,-3.5,41.5,22.0
4188,2023,18,WAS,13.0,47.5,17.0
4189,2023,18,DAL,-13.0,47.5,30.0
