,season,week,team_abbr,spread,total,implied_score
0,2016,1,DEN,3.0,40.5,19.0
1,2016,1,CAR,-3.0,40.5,22.0
2,2016,1,ARI,-8.5,44.0,26.0
3,2016,1,NE,8.5,44.0,18.0
4,2016,1,ATL,-2.5,47.0,25.0
5,2016,1,TB,2.5,47.0,22.0
6,2016,1,BAL,-3.0,44.5,24.0
7,2016,1,BUF,3.0,44.5,21.0
8,2016,1,DAL,1.0,47.5,23.0
9,2016,1,NYG,-1.0,47.5,24.0
10,2016,1,HOU,-5.5,42.5,24.0
11,2016,1,CHI,5.5,42.5,18.0
12,2016,1,IND,-2.5,51.5,27.0
13,2016,1,DET,2.5,51.5,24.0
14,2016,1,JAX,3.5,47.5,22.0
15,2016,1,GB,-3.5,47.5,26.0
16,2016,1,KC,-6.5,46.0,26.0
17,2016,1,LAC,6.5,46.0,20.0
18,2016,1,NO,-3.0,50.5,27.0
19,2016,1,LV,3.0,50.5,24.0
20,2016,1,NYJ,1.0,42.0,20.0
21,2016,1,CIN,-1.0,42.0,22.0
22,2016,1,PHI,-3.5,41.0,22.0
23,2016,1,CLE,3.5,41.0,19.0
24,2016,1,SEA,-10.5,44.0,27.0
25,2016,1,MIA,10.5,44.0,17.0
26,2016,1,TEN,2.5,40.0,19.0
27,2016,1,MIN,-2.5,40.0,21.0
28,2016,1,SF,2.5,43.5,20.0
29,2016,1,LAR,-2.5,43.5,23.0
30,2016,1,WAS,2.5,49.0,23.0
31,2016,1,PIT,-2.5,49.0,26.0
32,2016,2,BUF,-0.0,40.5,20.0
33,2016,2,NYJ,-0.0,40.5,20.0
34,2016,2,ARI,-7.0,49.5,28.0
35,2016,2,TB,7.0,49.5,21.0
36,2016,2,CAR,-12.5,44.0,28.0
37,2016,2,SF,12.5,44.0,16.0
38,2016,2,CLE,4.5,42.0,19.0
39,2016,2,BAL,-4.5,42.0,23.0
40,2016,2,DEN,-6.0,47.0,26.0
41,2016,2,IND,6.0,47.0,20.0
42,2016,2,DET,-6.0,48.0,27.0
43,2016,2,TEN,6.0,48.0,21.0
44,2016,2,HOU,-1.0,42.0,22.0
45,2016,2,KC,1.0,42.0,20.0
46,2016,2,LAR,5.5,38.0,16.0
47,2016,2,SEA,-5.5,38.0,22.0
48,2016,2,MIN,2.0,43.0,20.0
49,2016,2,GB,-2.0,43.0,22.0
50,2016,2,NE,-5.5,42.0,24.0
51,2016,2,MIA,5.5,42.0,18.0
52,2016,2,NYG,-4.0,54.5,29.0
53,2016,2,NO,4.0,54.5,25.0
54,2016,2,LV,4.0,48.0,22.0
55,2016,2,ATL,4.0,48.0,22.0
56,2016,2,PIT,-3.0,48.0,26.0
57,2016,2,CIN,3.0,48.0,22.0
58,2016,2,LAC,-3.0,47.5,25.0
59,2016,2,JAX,3.0,47.5,22.0
60,2016,2,WAS,-3.0,47.0,25.0
61,2016,2,DAL,3.0,47.0,22.0
62,2016,2,CHI,-3.0,43.0,23.0
63,2016,2,PHI,3.0,43.0,20.0
64,2016,3,NE,-1.0,38.5,20.0
65,2016,3,HOU,1.0,38.5,19.0
66,2016,3,BUF,5.0,48.0,22.0
67,2016,3,ARI,-5.0,48.0,26.0
68,2016,3,CAR,-6.5,42.5,24.0
69,2016,3,MIN,6.5,42.5,18.0
70,2016,3,CIN,-3.5,41.5,22.0
71,2016,3,DEN,3.5,41.5,19.0
72,2016,3,DAL,-6.5,45.0,26.0
73,2016,3,CHI,6.5,45.0,19.0
74,2016,3,GB,-6.5,47.5,27.0
75,2016,3,DET,6.5,47.5,20.0
76,2016,3,IND,-1.5,51.5,26.0
77,2016,3,LAC,1.5,51.5,25.0
78,2016,3,JAX,2.0,45.0,22.0
79,2016,3,BAL,-2.0,45.0,24.0
80,2016,3,KC,-3.0,44.5,24.0
81,2016,3,NYJ,3.0,44.5,21.0
82,2016,3,MIA,-10.0,42.5,26.0
83,2016,3,CLE,10.0,42.5,16.0
84,2016,3,NYG,-3.5,47.0,25.0
85,2016,3,WAS,3.5,47.0,22.0
86,2016,3,PHI,4.0,46.5,21.0
87,2016,3,PIT,-4.0,46.5,25.0
88,2016,3,SEA,-10.5,41.5,26.0
89,2016,3,SF,10.5,41.5,16.0
90,2016,3,TB,-3.5,40.5,22.0
91,2016,3,LAR,3.5,40.5,18.0
92,2016,3,TEN,1.5,47.0,23.0
93,2016,3,LV,1.5,47.0,23.0
94,2016,3,NO,-3.0,54.5,29.0
95,2016,3,ATL,3.0,54.5,26.0
96,2016,4,CIN,-7.5,46.5,27.0
97,2016,4,MIA,7.5,46.5,20.0
98,2016,4,ARI,-10.0,43.5,27.0
99,2016,4,LAR,10.0,43.5,17.0
100,2016,4,ATL,3.0,48.5,23.0
101,2016,4,CAR,-3.0,48.5,26.0
102,2016,4,BAL,-3.5,45.0,24.0
103,2016,4,LV,3.5,45.0,21.0
104,2016,4,CHI,3.0,48.0,22.0
105,2016,4,DET,-3.0,48.0,26.0
106,2016,4,HOU,-3.5,40.0,22.0
107,2016,4,TEN,3.5,40.0,18.0
108,2016,4,JAX,1.0,48.5,24.0
109,2016,4,IND,-1.0,48.5,25.0
110,2016,4,NE,-3.5,41.0,22.0
111,2016,4,BUF,3.5,41.0,19.0
112,2016,4,NYJ,1.0,40.0,20.0
113,2016,4,SEA,-1.0,40.0,20.0
114,2016,4,PIT,-3.5,48.5,26.0
115,2016,4,KC,3.5,48.5,22.0
116,2016,4,LAC,-3.5,54.0,29.0
117,2016,4,NO,3.5,54.0,25.0
118,2016,4,SF,1.0,44.0,22.0
119,2016,4,DAL,-1.0,44.0,22.0
120,2016,4,TB,3.0,42.5,20.0
121,2016,4,DEN,-3.0,42.5,23.0
122,2016,4,WAS,-7.5,47.5,28.0
123,2016,4,CLE,7.5,47.5,20.0
124,2016,4,MIN,-3.5,42.5,23.0
125,2016,4,NYG,3.5,42.5,20.0
126,2016,5,SF,3.5,42.5,20.0
127,2016,5,ARI,-3.5,42.5,23.0
128,2016,5,BAL,-4.0,44.5,24.0
129,2016,5,WAS,4.0,44.5,20.0
130,2016,5,CLE,10.0,47.5,19.0
131,2016,5,NE,-10.0,47.5,29.0
132,2016,5,DAL,2.5,46.0,22.0
133,2016,5,CIN,-2.5,46.0,24.0
134,2016,5,DEN,-3.5,44.5,24.0
135,2016,5,ATL,3.5,44.5,20.0
136,2016,5,DET,3.5,46.0,21.0
137,2016,5,PHI,-3.5,46.0,25.0
138,2016,5,GB,-7.0,49.0,28.0
139,2016,5,NYG,7.0,49.0,21.0
140,2016,5,IND,-4.0,47.5,26.0
141,2016,5,CHI,4.0,47.5,22.0
142,2016,5,LAR,2.5,41.5,20.0
143,2016,5,BUF,-2.5,41.5,22.0
144,2016,5,MIA,-2.5,44.5,24.0
145,2016,5,TEN,2.5,44.5,21.0
146,2016,5,MIN,-6.0,39.0,22.0
147,2016,5,HOU,6.0,39.0,16.0
148,2016,5,LV,3.5,50.5,24.0
149,2016,5,LAC,3.5,50.5,24.0
150,2016,5,PIT,-10.0,50.0,30.0
151,2016,5,NYJ,10.0,50.0,20.0
152,2016,5,CAR,-6.0,46.5,26.0
153,2016,5,TB,6.0,46.5,20.0
154,2016,6,LAC,3.0,44.0,20.0
155,2016,6,DEN,-3.0,44.0,24.0
156,2016,6,BUF,-7.5,44.0,26.0
157,2016,6,SF,7.5,44.0,18.0
158,2016,6,CHI,-2.5,46.0,24.0
159,2016,6,JAX,2.5,46.0,22.0
160,2016,6,DET,-2.5,44.0,23.0
161,2016,6,LAR,2.5,44.0,21.0
162,2016,6,GB,-5.0,47.0,26.0
163,2016,6,DAL,5.0,47.0,21.0
164,2016,6,HOU,-3.0,47.5,25.0
165,2016,6,IND,3.0,47.5,22.0
166,2016,6,MIA,7.5,49.5,21.0
167,2016,6,PIT,-7.5,49.5,28.0
168,2016,6,NE,-7.5,48.0,28.0
169,2016,6,CIN,7.5,48.0,20.0
170,2016,6,NO,2.5,53.5,26.0
171,2016,6,CAR,-2.5,53.5,28.0
172,2016,6,NYG,-3.5,42.5,23.0
173,2016,6,BAL,3.5,42.5,20.0
174,2016,6,LV,1.0,46.5,23.0
175,2016,6,KC,-1.0,46.5,24.0
176,2016,6,SEA,-7.0,45.5,26.0
177,2016,6,ATL,7.0,45.5,19.0
178,2016,6,TEN,-7.5,44.5,26.0
179,2016,6,CLE,7.5,44.5,18.0
180,2016,6,WAS,3.0,45.0,21.0
181,2016,6,PHI,-3.0,45.0,24.0
182,2016,6,ARI,-7.0,45.5,26.0
183,2016,6,NYJ,7.0,45.5,19.0
184,2016,7,GB,-7.5,46.5,27.0
185,2016,7,CHI,7.5,46.5,20.0
186,2016,7,ARI,-2.5,43.0,23.0
187,2016,7,SEA,2.5,43.0,20.0
188,2016,7,ATL,-4.5,52.5,28.0
189,2016,7,LAC,4.5,52.5,24.0
190,2016,7,CIN,-11.0,46.5,29.0
191,2016,7,CLE,11.0,46.5,18.0
192,2016,7,DET,1.0,50.0,24.0
193,2016,7,WAS,-1.0,50.0,26.0
194,2016,7,JAX,-2.0,47.5,25.0
195,2016,7,LV,2.0,47.5,23.0
196,2016,7,KC,-7.0,51.5,29.0
197,2016,7,NO,7.0,51.5,22.0
198,2016,7,LAR,2.5,44.5,21.0
199,2016,7,NYG,-2.5,44.5,24.0
200,2016,7,MIA,2.5,46.0,22.0
201,2016,7,BUF,-2.5,46.0,24.0
202,2016,7,NYJ,-2.5,40.0,21.0
203,2016,7,BAL,2.5,40.0,19.0
204,2016,7,PHI,3.0,39.0,18.0
205,2016,7,MIN,-3.0,39.0,21.0
206,2016,7,PIT,7.5,49.0,21.0
207,2016,7,NE,-7.5,49.0,28.0
208,2016,7,SF,-1.0,45.0,23.0
209,2016,7,TB,1.0,45.0,22.0
210,2016,7,TEN,-4.0,48.0,26.0
211,2016,7,IND,4.0,48.0,22.0
212,2016,7,DEN,-8.5,40.0,24.0
213,2016,7,HOU,8.5,40.0,16.0
214,2016,8,TEN,-3.0,43.5,23.0
215,2016,8,JAX,3.0,43.5,20.0
216,2016,8,ATL,-3.0,51.0,27.0
217,2016,8,GB,3.0,51.0,24.0
218,2016,8,BUF,5.5,48.0,21.0
219,2016,8,NE,-5.5,48.0,27.0
220,2016,8,CAR,-2.5,45.5,24.0
221,2016,8,ARI,2.5,45.5,22.0
222,2016,8,CIN,-3.0,49.0,26.0
223,2016,8,WAS,3.0,49.0,23.0
224,2016,8,CLE,2.5,45.5,22.0
225,2016,8,NYJ,-2.5,45.5,24.0
226,2016,8,DAL,-5.0,44.0,24.0
227,2016,8,PHI,5.0,44.0,20.0
228,2016,8,DEN,-3.5,43.0,23.0
229,2016,8,LAC,3.5,43.0,20.0
230,2016,8,HOU,-1.0,46.5,24.0
231,2016,8,DET,1.0,46.5,23.0
232,2016,8,IND,3.0,50.5,24.0
233,2016,8,KC,-3.0,50.5,27.0
234,2016,8,NO,1.0,50.0,24.0
235,2016,8,SEA,-1.0,50.0,26.0
236,2016,8,TB,-1.0,48.0,24.0
237,2016,8,LV,1.0,48.0,24.0
238,2016,8,CHI,4.5,39.5,18.0
239,2016,8,MIN,-4.5,39.5,22.0
240,2016,9,TB,4.5,49.0,22.0
241,2016,9,ATL,-4.5,49.0,27.0
242,2016,9,BAL,3.5,46.0,21.0
243,2016,9,PIT,-3.5,46.0,25.0
244,2016,9,CLE,7.0,49.0,21.0
245,2016,9,DAL,-7.0,49.0,28.0
246,2016,9,GB,-7.5,52.0,30.0
247,2016,9,IND,7.5,52.0,22.0
248,2016,9,KC,-7.0,42.5,25.0
249,2016,9,JAX,7.0,42.5,18.0
250,2016,9,LAR,3.0,44.5,21.0
251,2016,9,CAR,-3.0,44.5,24.0
252,2016,9,MIA,-3.5,45.0,24.0
253,2016,9,NYJ,3.5,45.0,21.0
254,2016,9,MIN,-4.5,42.5,24.0
255,2016,9,DET,4.5,42.5,19.0
256,2016,9,NYG,-3.0,42.5,23.0
257,2016,9,PHI,3.0,42.5,20.0
258,2016,9,LV,1.0,44.5,22.0
259,2016,9,DEN,1.0,44.5,22.0
260,2016,9,LAC,-3.5,47.5,26.0
261,2016,9,TEN,3.5,47.5,22.0
262,2016,9,SF,5.0,53.0,24.0
263,2016,9,NO,-5.0,53.0,29.0
264,2016,9,SEA,-5.5,43.5,24.0
265,2016,9,BUF,5.5,43.5,19.0
266,2016,10,BAL,-7.5,44.0,26.0
267,2016,10,CLE,7.5,44.0,18.0
268,2016,10,ARI,-14.0,47.0,30.0
269,2016,10,SF,14.0,47.0,16.0
270,2016,10,CAR,-3.0,44.0,24.0
271,2016,10,KC,3.0,44.0,20.0
272,2016,10,JAX,-3.0,42.0,22.0
273,2016,10,HOU,3.0,42.0,20.0
274,2016,10,NE,-7.5,49.5,28.0
275,2016,10,SEA,7.5,49.5,21.0
276,2016,10,NO,-3.0,50.0,26.0
277,2016,10,DEN,3.0,50.0,24.0
278,2016,10,NYJ,1.0,38.5,19.0
279,2016,10,LAR,-1.0,38.5,20.0
280,2016,10,PHI,-1.5,49.0,25.0
281,2016,10,ATL,1.5,49.0,24.0
282,2016,10,PIT,-3.0,51.0,27.0
283,2016,10,DAL,3.0,51.0,24.0
284,2016,10,LAC,-4.5,49.0,27.0
285,2016,10,MIA,4.5,49.0,22.0
286,2016,10,TB,2.5,45.0,21.0
287,2016,10,CHI,-2.5,45.0,24.0
288,2016,10,TEN,3.0,49.0,23.0
289,2016,10,GB,-3.0,49.0,26.0
290,2016,10,WAS,-2.5,41.5,22.0
291,2016,10,MIN,2.5,41.5,20.0
292,2016,10,NYG,-0.0,49.5,25.0
293,2016,10,CIN,-0.0,49.5,25.0
294,2016,11,CAR,-3.5,53.5,28.0
295,2016,11,NO,3.5,53.5,25.0
296,2016,11,CIN,-2.5,48.0,25.0
297,2016,11,BUF,2.5,48.0,23.0
298,2016,11,CLE,8.5,45.5,18.0
299,2016,11,PIT,-8.5,45.5,27.0
300,2016,11,DAL,-7.0,44.5,26.0
301,2016,11,BAL,7.0,44.5,19.0
302,2016,11,DET,-5.5,47.0,26.0
303,2016,11,JAX,5.5,47.0,21.0
304,2016,11,IND,-3.0,54.0,28.0
305,2016,11,TEN,3.0,54.0,26.0
306,2016,11,KC,-7.0,45.0,26.0
307,2016,11,TB,7.0,45.0,19.0
308,2016,11,LAR,1.0,38.5,19.0
309,2016,11,MIA,-1.0,38.5,20.0
310,2016,11,MIN,-2.0,40.0,21.0
311,2016,11,ARI,2.0,40.0,19.0
312,2016,11,NYG,-7.0,41.5,24.0
313,2016,11,CHI,7.0,41.5,17.0
314,2016,11,SF,11.5,51.5,20.0
315,2016,11,NE,-11.5,51.5,32.0
316,2016,11,SEA,-6.5,43.0,25.0
317,2016,11,PHI,6.5,43.0,18.0
318,2016,11,WAS,-3.0,48.5,26.0
319,2016,11,GB,3.0,48.5,23.0
320,2016,11,LV,6.5,46.0,20.0
321,2016,11,HOU,6.5,46.0,20.0
322,2016,12,DAL,-6.0,53.5,30.0
323,2016,12,WAS,6.0,53.5,24.0
324,2016,12,DET,-1.5,42.0,22.0
325,2016,12,MIN,1.5,42.0,20.0
326,2016,12,IND,8.5,49.5,20.0
327,2016,12,PIT,-8.5,49.5,29.0
328,2016,12,ATL,-4.0,49.0,26.0
329,2016,12,ARI,4.0,49.0,22.0
330,2016,12,BAL,-3.5,42.0,23.0
331,2016,12,CIN,3.5,42.0,19.0
332,2016,12,BUF,-8.5,44.0,26.0
333,2016,12,JAX,8.5,44.0,18.0
334,2016,12,CHI,6.5,42.0,18.0
335,2016,12,TEN,-6.5,42.0,24.0
336,2016,12,CLE,6.5,46.5,20.0
337,2016,12,NYG,-6.5,46.5,26.0
338,2016,12,DEN,-3.5,40.0,22.0
339,2016,12,KC,3.5,40.0,18.0
340,2016,12,HOU,2.5,46.0,22.0
341,2016,12,LAC,-2.5,46.0,24.0
342,2016,12,MIA,-7.0,45.0,26.0
343,2016,12,SF,7.0,45.0,19.0
344,2016,12,NO,-8.0,45.0,26.0
345,2016,12,LAR,8.0,45.0,18.0
346,2016,12,NYJ,9.5,48.5,20.0
347,2016,12,NE,-9.5,48.5,29.0
348,2016,12,LV,3.5,48.5,22.0
349,2016,12,CAR,3.5,48.5,22.0
350,2016,12,TB,5.5,46.0,20.0
351,2016,12,SEA,-5.5,46.0,26.0
352,2016,12,PHI,-4.0,47.5,26.0
353,2016,12,GB,4.0,47.5,22.0
354,2016,13,MIN,3.0,43.5,20.0
355,2016,13,DAL,-3.0,43.5,23.0
356,2016,13,ARI,-2.5,48.5,26.0
357,2016,13,WAS,2.5,48.5,23.0
358,2016,13,ATL,-5.0,50.0,28.0
359,2016,13,KC,5.0,50.0,22.0
360,2016,13,BAL,-3.5,41.5,22.0
361,2016,13,MIA,3.5,41.5,19.0
362,2016,13,CHI,1.0,44.0,22.0
363,2016,13,SF,-1.0,44.0,22.0
364,2016,13,CIN,-1.5,42.0,22.0
365,2016,13,PHI,1.5,42.0,20.0
366,2016,13,GB,-7.0,44.5,26.0
367,2016,13,HOU,7.0,44.5,19.0
368,2016,13,JAX,3.5,38.5,18.0
369,2016,13,DEN,-3.5,38.5,21.0
370,2016,13,NE,-13.5,45.0,29.0
371,2016,13,LAR,13.5,45.0,16.0
372,2016,13,NO,-6.5,53.5,30.0
373,2016,13,DET,6.5,53.5,24.0
374,2016,13,LV,3.0,48.5,23.0
375,2016,13,BUF,3.0,48.5,23.0
376,2016,13,PIT,-6.5,49.5,28.0
377,2016,13,NYG,6.5,49.5,22.0
378,2016,13,LAC,-3.5,49.0,26.0
379,2016,13,TB,3.5,49.0,23.0
380,2016,13,SEA,-8.5,44.0,26.0
381,2016,13,CAR,8.5,44.0,18.0
382,2016,13,NYJ,-1.0,48.5,25.0
383,2016,13,IND,1.0,48.5,24.0
384,2016,14,KC,-3.5,46.0,25.0
385,2016,14,LV,3.5,46.0,21.0
386,2016,14,BUF,2.0,45.5,22.0
387,2016,14,PIT,-2.0,45.5,24.0
388,2016,14,CAR,-1.0,48.5,25.0
389,2016,14,LAC,1.0,48.5,24.0
390,2016,14,CLE,5.0,41.5,18.0
391,2016,14,CIN,-5.0,41.5,23.0
392,2016,14,DET,-7.5,42.0,25.0
393,2016,14,CHI,7.5,42.0,17.0
394,2016,14,GB,3.0,47.0,22.0
395,2016,14,SEA,-3.0,47.0,25.0
396,2016,14,IND,-6.5,47.5,27.0
397,2016,14,HOU,6.5,47.5,20.0
398,2016,14,JAX,3.5,38.0,17.0
399,2016,14,MIN,-3.5,38.0,21.0
400,2016,14,LAR,5.0,44.0,20.0
401,2016,14,ATL,-5.0,44.0,24.0
402,2016,14,MIA,2.0,44.0,21.0
403,2016,14,ARI,-2.0,44.0,23.0
404,2016,14,NYG,3.5,47.0,22.0
405,2016,14,DAL,-3.5,47.0,25.0
406,2016,14,PHI,2.5,48.5,23.0
407,2016,14,WAS,-2.5,48.5,26.0
408,2016,14,SF,-3.0,43.0,23.0
409,2016,14,NYJ,3.0,43.0,20.0
410,2016,14,TB,-2.0,52.0,27.0
411,2016,14,NO,2.0,52.0,25.0
412,2016,14,TEN,-2.0,44.0,23.0
413,2016,14,DEN,2.0,44.0,21.0
414,2016,14,NE,-6.0,45.0,26.0
415,2016,14,BAL,6.0,45.0,20.0
416,2016,15,SEA,-15.0,39.5,27.0
417,2016,15,LAR,15.0,39.5,12.0
418,2016,15,NYJ,2.5,40.0,19.0
419,2016,15,MIA,-2.5,40.0,21.0
420,2016,15,ARI,-3.0,48.5,26.0
421,2016,15,NO,3.0,48.5,23.0
422,2016,15,ATL,-13.5,51.5,32.0
423,2016,15,SF,13.5,51.5,19.0
424,2016,15,BAL,-5.0,41.0,23.0
425,2016,15,PHI,5.0,41.0,18.0
426,2016,15,BUF,-10.5,43.0,27.0
427,2016,15,CLE,10.5,43.0,16.0
428,2016,15,CHI,4.5,40.0,18.0
429,2016,15,GB,-4.5,40.0,22.0
430,2016,15,CIN,3.0,45.5,21.0
431,2016,15,PIT,-3.0,45.5,24.0
432,2016,15,DAL,-7.0,47.5,27.0
433,2016,15,TB,7.0,47.5,20.0
434,2016,15,DEN,3.0,43.0,20.0
435,2016,15,NE,-3.0,43.0,23.0
436,2016,15,HOU,-3.5,39.5,22.0
437,2016,15,JAX,3.5,39.5,18.0
438,2016,15,KC,-6.0,43.0,24.0
439,2016,15,TEN,6.0,43.0,18.0
440,2016,15,MIN,-5.0,44.5,25.0
441,2016,15,IND,5.0,44.5,20.0
442,2016,15,NYG,-4.0,42.5,23.0
443,2016,15,DET,4.0,42.5,19.0
444,2016,15,LAC,2.5,49.5,24.0
445,2016,15,LV,2.5,49.5,24.0
446,2016,15,WAS,-7.0,50.5,29.0
447,2016,15,CAR,7.0,50.5,22.0
448,2016,16,PHI,-1.5,42.5,22.0
449,2016,16,NYG,1.5,42.5,20.0
450,2016,16,BUF,-4.5,44.5,24.0
451,2016,16,MIA,4.5,44.5,20.0
452,2016,16,CAR,3.0,49.0,23.0
453,2016,16,ATL,-3.0,49.0,26.0
454,2016,16,CHI,3.0,49.0,23.0
455,2016,16,WAS,-3.0,49.0,26.0
456,2016,16,CLE,4.5,45.0,20.0
457,2016,16,LAC,-4.5,45.0,25.0
458,2016,16,GB,-6.0,44.5,25.0
459,2016,16,MIN,6.0,44.5,19.0
460,2016,16,HOU,-3.0,41.5,22.0
461,2016,16,CIN,3.0,41.5,19.0
462,2016,16,JAX,4.0,44.0,20.0
463,2016,16,TEN,-4.0,44.0,24.0
464,2016,16,LAR,-6.0,39.5,23.0
465,2016,16,SF,6.0,39.5,17.0
466,2016,16,NE,-17.0,45.0,31.0
467,2016,16,NYJ,17.0,45.0,14.0
468,2016,16,NO,-3.0,53.0,28.0
469,2016,16,TB,3.0,53.0,25.0
470,2016,16,LV,3.5,52.0,24.0
471,2016,16,IND,3.5,52.0,24.0
472,2016,16,SEA,-9.0,43.5,26.0
473,2016,16,ARI,9.0,43.5,17.0
474,2016,16,KC,-3.5,38.0,21.0
475,2016,16,DEN,3.5,38.0,17.0
476,2016,16,PIT,-5.5,46.5,26.0
477,2016,16,BAL,5.5,46.5,20.0
478,2016,16,DAL,-6.5,46.5,26.0
479,2016,16,DET,6.5,46.5,20.0
480,2016,17,ATL,-7.5,58.5,33.0
481,2016,17,NO,7.5,58.5,26.0
482,2016,17,CIN,2.5,40.5,19.0
483,2016,17,BAL,-2.5,40.5,22.0
484,2016,17,DEN,-1.0,40.0,20.0
485,2016,17,LV,1.0,40.0,20.0
486,2016,17,DET,3.5,50.0,23.0
487,2016,17,GB,-3.5,50.0,27.0
488,2016,17,IND,-5.5,48.5,27.0
489,2016,17,JAX,5.5,48.5,22.0
490,2016,17,LAR,7.0,39.0,16.0
491,2016,17,ARI,-7.0,39.0,23.0
492,2016,17,MIA,7.5,47.0,20.0
493,2016,17,NE,-7.5,47.0,27.0
494,2016,17,MIN,-6.0,44.0,25.0
495,2016,17,CHI,6.0,44.0,19.0
496,2016,17,NYJ,3.5,43.0,20.0
497,2016,17,BUF,-3.5,43.0,23.0
498,2016,17,PHI,-6.5,44.0,25.0
499,2016,17,DAL,6.5,44.0,19.0
500,2016,17,PIT,-3.0,41.5,22.0
501,2016,17,CLE,3.0,41.5,19.0
502,2016,17,LAC,5.5,45.0,20.0
503,2016,17,KC,-5.5,45.0,25.0
504,2016,17,SF,11.5,45.0,17.0
505,2016,17,SEA,-11.5,45.0,28.0
506,2016,17,TB,-3.0,44.5,24.0
507,2016,17,CAR,3.0,44.5,21.0
508,2016,17,TEN,-3.0,41.5,22.0
509,2016,17,HOU,3.0,41.5,19.0
510,2016,17,WAS,-9.0,47.5,28.0
511,2016,17,NYG,9.0,47.5,19.0
512,2017,1,NE,-9.0,48.5,29.0
513,2017,1,KC,9.0,48.5,20.0
514,2017,1,BUF,-9.5,40.0,25.0
515,2017,1,NYJ,9.5,40.0,15.0
516,2017,1,CHI,7.0,49.5,21.0
517,2017,1,ATL,-7.0,49.5,28.0
518,2017,1,CIN,-3.0,42.5,23.0
519,2017,1,BAL,3.0,42.5,20.0
520,2017,1,CLE,9.0,47.0,19.0
521,2017,1,PIT,-9.0,47.0,28.0
522,2017,1,DAL,-3.5,47.5,26.0
523,2017,1,NYG,3.5,47.5,22.0
524,2017,1,DET,2.0,48.0,23.0
525,2017,1,ARI,-2.0,48.0,25.0
526,2017,1,GB,-3.0,50.5,27.0
527,2017,1,SEA,3.0,50.5,24.0
528,2017,1,HOU,-5.5,39.5,22.0
529,2017,1,JAX,5.5,39.5,17.0
530,2017,1,LAR,1.5,41.5,20.0
531,2017,1,IND,-1.5,41.5,22.0
532,2017,1,SF,5.5,48.0,21.0
533,2017,1,CAR,-5.5,48.0,27.0
534,2017,1,TEN,-2.0,50.5,26.0
535,2017,1,LV,2.0,50.5,24.0
536,2017,1,WAS,1.0,47.5,23.0
537,2017,1,PHI,-1.0,47.5,24.0
538,2017,1,DEN,-3.5,43.5,24.0
539,2017,1,LAC,3.5,43.5,20.0
540,2017,1,MIN,-3.5,48.0,26.0
541,2017,1,NO,3.5,48.0,22.0
542,2017,2,CIN,-6.5,38.0,22.0
543,2017,2,HOU,6.5,38.0,16.0
544,2017,2,ATL,-2.5,41.0,22.0
545,2017,2,GB,2.5,41.0,19.0
546,2017,2,BAL,-7.5,40.0,24.0
547,2017,2,CLE,7.5,40.0,16.0
548,2017,2,CAR,-7.0,42.5,25.0
549,2017,2,BUF,7.0,42.5,18.0
550,2017,2,DEN,2.0,42.0,20.0
551,2017,2,DAL,-2.0,42.0,22.0
552,2017,2,IND,7.5,44.5,18.0
553,2017,2,ARI,-7.5,44.5,26.0
554,2017,2,JAX,1.5,43.5,21.0
555,2017,2,TEN,-1.5,43.5,22.0
556,2017,2,KC,-4.5,47.5,26.0
557,2017,2,PHI,4.5,47.5,22.0
558,2017,2,LAC,-4.5,45.0,25.0
559,2017,2,MIA,4.5,45.0,20.0
560,2017,2,LAR,-2.5,46.0,24.0
561,2017,2,WAS,2.5,46.0,22.0
562,2017,2,NO,7.0,55.0,24.0
563,2017,2,NE,-7.0,55.0,31.0
564,2017,2,LV,14.0,43.5,15.0
565,2017,2,NYJ,14.0,43.5,15.0
566,2017,2,PIT,-6.0,45.5,26.0
567,2017,2,MIN,6.0,45.5,20.0
568,2017,2,SEA,-13.5,42.5,28.0
569,2017,2,SF,13.5,42.5,14.0
570,2017,2,TB,-7.0,43.0,25.0
571,2017,2,CHI,7.0,43.0,18.0
572,2017,2,NYG,-3.5,43.5,24.0
573,2017,2,DET,3.5,43.5,20.0
574,2017,3,SF,2.0,40.5,19.0
575,2017,3,LAR,-2.0,40.5,21.0
576,2017,3,BUF,3.0,40.0,18.0
577,2017,3,DEN,-3.0,40.0,22.0
578,2017,3,CAR,-5.0,46.5,26.0
579,2017,3,NO,5.0,46.5,21.0
580,2017,3,CHI,7.0,43.5,18.0
581,2017,3,PIT,-7.0,43.5,25.0
582,2017,3,DET,3.0,51.0,24.0
583,2017,3,ATL,-3.0,51.0,27.0
584,2017,3,GB,-9.0,47.5,28.0
585,2017,3,CIN,9.0,47.5,19.0
586,2017,3,IND,1.0,42.0,20.0
587,2017,3,CLE,-1.0,42.0,22.0
588,2017,3,JAX,4.0,38.0,17.0
589,2017,3,BAL,-4.0,38.0,21.0
590,2017,3,LAC,3.0,47.5,22.0
591,2017,3,KC,-3.0,47.5,25.0
592,2017,3,MIN,1.5,41.0,20.0
593,2017,3,TB,-1.5,41.0,21.0
594,2017,3,NE,-13.0,44.5,29.0
595,2017,3,HOU,13.0,44.5,16.0
596,2017,3,NYJ,5.5,43.0,19.0
597,2017,3,MIA,-5.5,43.0,24.0
598,2017,3,PHI,-6.0,43.0,24.0
599,2017,3,NYG,6.0,43.0,18.0
600,2017,3,TEN,-3.0,42.0,22.0
