,season,week,tm_alias,opp_alias,tm_score,opp_score
4622,2019,5,IND,KC,19,13
4623,2019,5,SF,CLE,31,3
4624,2019,6,NE,NYG,35,14
4625,2019,6,CAR,TB,37,26
4626,2019,6,WAS,MIA,17,16
4627,2019,6,BAL,CIN,23,17
4628,2019,6,SEA,CLE,32,28
4629,2019,6,HOU,KC,31,24
4630,2019,6,NO,JAC,13,6
4631,2019,6,MIN,PHI,38,20
4632,2019,6,ARI,ATL,34,33
4633,2019,6,SF,LA,20,7
4634,2019,6,NYJ,DAL,24,22
4635,2019,6,DEN,TEN,16,0
4636,2019,6,PIT,LAC,24,17
4637,2019,6,GB,DET,23,22
4638,2019,7,KC,DEN,30,6
4639,2019,7,BUF,MIA,31,21
4640,2019,7,IND,HOU,30,23
4641,2019,7,MIN,DET,42,30
4642,2019,7,SF,WAS,9,0
4643,2019,7,LA,ATL,37,10
4644,2019,7,JAC,CIN,27,17
4645,2019,7,ARI,NYG,27,21
4646,2019,7,GB,LV,42,24
4647,2019,7,TEN,LAC,23,20
4648,2019,7,NO,CHI,36,25
4649,2019,7,BAL,SEA,30,16
4650,2019,7,DAL,PHI,37,10
4651,2019,7,NE,NYJ,33,0
4652,2019,8,MIN,WAS,19,9
4653,2019,8,PHI,BUF,31,13
4654,2019,8,LAC,CHI,17,16
4655,2019,8,IND,DEN,15,13
4656,2019,8,DET,NYG,31,26
4657,2019,8,SEA,ATL,27,20
4658,2019,8,LA,CIN,24,10
4659,2019,8,NO,ARI,31,9
4660,2019,8,JAC,NYJ,29,15
4661,2019,8,TEN,TB,27,23
4662,2019,8,SF,CAR,51,13
4663,2019,8,NE,CLE,27,13
4664,2019,8,HOU,LV,27,24
4665,2019,8,GB,KC,31,24
4666,2019,8,PIT,MIA,27,14
4667,2019,9,SF,ARI,28,25
4668,2019,9,HOU,JAC,26,3
4669,2019,9,BUF,WAS,24,9
4670,2019,9,CAR,TEN,30,20
4671,2019,9,PHI,CHI,22,14
4672,2019,9,PIT,IND,26,24
4673,2019,9,MIA,NYJ,26,18
4674,2019,9,KC,MIN,26,23
4675,2019,9,LV,DET,31,24
4676,2019,9,SEA,TB,40,34
4677,2019,9,DEN,CLE,24,19
4678,2019,9,LAC,GB,26,11
4679,2019,9,BAL,NE,37,20
4680,2019,9,DAL,NYG,37,18
4681,2019,10,LV,LAC,26,24
4682,2019,10,ATL,NO,26,9
4683,2019,10,CLE,BUF,19,16
4684,2019,10,CHI,DET,20,13
4685,2019,10,BAL,CIN,49,13
4686,2019,10,TB,ARI,30,27
4687,2019,10,TEN,KC,35,32
4688,2019,10,NYJ,NYG,34,27
4689,2019,10,MIA,IND,16,12
4690,2019,10,GB,CAR,24,16
4691,2019,10,PIT,LA,17,12
4692,2019,10,MIN,DAL,28,24
4693,2019,10,SEA,SF,27,24
4694,2019,11,CLE,PIT,21,7
4695,2019,11,ATL,CAR,29,3
4696,2019,11,BUF,MIA,37,20
4697,2019,11,IND,JAC,33,13
4698,2019,11,DAL,DET,35,27
4699,2019,11,MIN,DEN,27,23
4700,2019,11,BAL,HOU,41,7
4701,2019,11,NO,TB,34,17
4702,2019,11,NYJ,WAS,34,17
4703,2019,11,SF,ARI,36,26
4704,2019,11,LV,CIN,17,10
4705,2019,11,NE,PHI,17,10
4706,2019,11,LA,CHI,17,7
4707,2019,11,KC,LAC,24,17
4708,2019,12,HOU,IND,20,17
4709,2019,12,TB,ATL,35,22
4710,2019,12,BUF,DEN,20,3
4711,2019,12,NO,CAR,34,31
4712,2019,12,CHI,NYG,19,14
4713,2019,12,PIT,CIN,16,10
4714,2019,12,CLE,MIA,41,24
4715,2019,12,WAS,DET,19,16
4716,2019,12,NYJ,LV,34,3
4717,2019,12,SEA,PHI,17,9
4718,2019,12,TEN,JAC,42,20
4719,2019,12,NE,DAL,13,9
4720,2019,12,SF,GB,37,8
4721,2019,12,BAL,LA,45,6
4722,2019,13,CHI,DET,24,20
4723,2019,13,BUF,DAL,26,15
4724,2019,13,NO,ATL,26,18
4725,2019,13,WAS,CAR,29,21
4726,2019,13,CIN,NYJ,22,6
4727,2019,13,PIT,CLE,20,13
4728,2019,13,TEN,IND,31,17
4729,2019,13,GB,NYG,31,13
4730,2019,13,TB,JAC,28,11
4731,2019,13,MIA,PHI,37,31
4732,2019,13,BAL,SF,20,17
4733,2019,13,LA,ARI,34,7
4734,2019,13,DEN,LAC,23,20
4735,2019,13,KC,LV,40,9
4736,2019,13,HOU,NE,28,22
4737,2019,13,SEA,MIN,37,30
4738,2019,14,CHI,DAL,31,24
4739,2019,14,ATL,CAR,40,20
4740,2019,14,BAL,BUF,24,17
4741,2019,14,CLE,CIN,27,19
4742,2019,14,TB,IND,38,35
4743,2019,14,DEN,HOU,38,24
4744,2019,14,MIN,DET,20,7
4745,2019,14,GB,WAS,20,15
4746,2019,14,NYJ,MIA,22,21
4747,2019,14,SF,NO,48,46
4748,2019,14,LAC,JAC,45,10
4749,2019,14,PIT,ARI,23,17
4750,2019,14,KC,NE,23,16
4751,2019,14,TEN,LV,42,21
4752,2019,14,LA,SEA,28,12
4753,2019,14,PHI,NYG,23,17
4754,2019,15,BAL,NYJ,42,21
4755,2019,15,SEA,CAR,30,24
4756,2019,15,GB,CHI,21,13
4757,2019,15,NE,CIN,34,13
4758,2019,15,KC,DEN,23,3
4759,2019,15,TB,DET,38,17
4760,2019,15,HOU,TEN,24,21
4761,2019,15,NYG,MIA,36,20
4762,2019,15,PHI,WAS,37,27
4763,2019,15,ARI,CLE,38,24
4764,2019,15,JAC,LV,20,16
4765,2019,15,MIN,LAC,39,10
4766,2019,15,ATL,SF,29,22
4767,2019,15,DAL,LA,44,21
4768,2019,15,BUF,PIT,17,10
4769,2019,15,NO,IND,34,7
4770,2019,16,HOU,TB,23,20
4771,2019,16,NE,BUF,24,17
4772,2019,16,SF,LA,34,31
4773,2019,16,ATL,JAC,24,12
4774,2019,16,IND,CAR,38,6
4775,2019,16,MIA,CIN,38,35
4776,2019,16,BAL,CLE,31,15
4777,2019,16,NO,TEN,38,28
4778,2019,16,NYG,WAS,41,35
4779,2019,16,NYJ,PIT,16,10
4780,2019,16,DEN,DET,27,17
4781,2019,16,LV,LAC,24,17
4782,2019,16,ARI,SEA,27,13
4783,2019,16,PHI,DAL,17,9
4784,2019,16,KC,CHI,26,3
4785,2019,16,GB,MIN,23,10
4786,2020,1,KC,HOU,34,20
4787,2020,1,SEA,ATL,38,25
4788,2020,1,BUF,NYJ,27,17
4789,2020,1,LV,CAR,34,30
4790,2020,1,CHI,DET,27,23
4791,2020,1,BAL,CLE,38,6
4792,2020,1,JAC,IND,27,20
4793,2020,1,GB,MIN,43,34
4794,2020,1,NE,MIA,21,11
4795,2020,1,WAS,PHI,27,17
4796,2020,1,LAC,CIN,16,13
4797,2020,1,ARI,SF,24,20
4798,2020,1,NO,TB,34,23
4799,2020,1,LA,DAL,20,17
4800,2020,1,PIT,NYG,26,16
4801,2020,1,TEN,DEN,16,14
4802,2020,2,CLE,CIN,35,30
4803,2020,2,DAL,ATL,40,39
4804,2020,2,BUF,MIA,31,28
4805,2020,2,TB,CAR,31,17
4806,2020,2,CHI,NYG,17,13
4807,2020,2,IND,MIN,28,11
4808,2020,2,PIT,DEN,26,21
4809,2020,2,GB,DET,42,21
4810,2020,2,TEN,JAC,33,30
4811,2020,2,SF,NYJ,31,13
4812,2020,2,LA,PHI,37,19
4813,2020,2,ARI,WAS,30,15
4814,2020,2,BAL,HOU,33,16
4815,2020,2,KC,LAC,23,20
4816,2020,2,SEA,NE,35,30
4817,2020,2,LV,NO,34,24
4818,2020,3,MIA,JAC,31,13
4819,2020,3,CHI,ATL,30,26
4820,2020,3,BUF,LA,35,32
4821,2020,3,PHI,CIN,23,23
4822,2020,3,CLE,WAS,34,20
4823,2020,3,PIT,HOU,28,21
4824,2020,3,TEN,MIN,31,30
4825,2020,3,NE,LV,36,20
4826,2020,3,SF,NYG,36,9
4827,2020,3,CAR,LAC,21,16
4828,2020,3,IND,NYJ,36,7
4829,2020,3,DET,ARI,26,23
4830,2020,3,SEA,DAL,38,31
4831,2020,3,TB,DEN,28,10
4832,2020,3,GB,NO,37,30
4833,2020,3,KC,BAL,34,20
4834,2020,4,DEN,NYJ,37,28
4835,2020,4,CAR,ARI,31,21
4836,2020,4,IND,CHI,19,11
4837,2020,4,CIN,JAC,33,25
4838,2020,4,CLE,DAL,49,38
4839,2020,4,NO,DET,35,29
4840,2020,4,MIN,HOU,31,23
4841,2020,4,SEA,MIA,31,23
4842,2020,4,BAL,WAS,31,17
4843,2020,4,TB,LAC,38,31
4844,2020,4,LA,NYG,17,9
4845,2020,4,BUF,LV,30,23
4846,2020,4,PHI,SF,25,20
4847,2020,4,KC,NE,26,10
4848,2020,4,GB,ATL,30,16
4849,2020,5,CHI,TB,20,19
4850,2020,5,CAR,ATL,23,16
4851,2020,5,BAL,CIN,27,3
4852,2020,5,ARI,NYJ,30,10
4853,2020,5,HOU,JAC,30,14
4854,2020,5,LV,KC,40,32
4855,2020,5,PIT,PHI,38,29
4856,2020,5,LA,WAS,30,10
4857,2020,5,MIA,SF,43,17
4858,2020,5,CLE,IND,32,23
4859,2020,5,DAL,NYG,37,34
4860,2020,5,SEA,MIN,27,26
4861,2020,5,NO,LAC,30,27
4862,2020,5,TEN,BUF,42,16
4863,2020,6,DEN,NE,18,12
4864,2020,6,DET,JAC,34,16
4865,2020,6,ATL,MIN,40,23
4866,2020,6,CHI,CAR,23,16
4867,2020,6,IND,CIN,31,27
4868,2020,6,PIT,CLE,38,7
4869,2020,6,TEN,HOU,42,36
4870,2020,6,NYG,WAS,20,19
4871,2020,6,BAL,PHI,30,28
4872,2020,6,MIA,NYJ,24,0
4873,2020,6,TB,GB,38,10
4874,2020,6,SF,LA,24,16
4875,2020,6,KC,BUF,26,17
4876,2020,6,ARI,DAL,38,10
4877,2020,7,PHI,NYG,22,21
4878,2020,7,GB,HOU,35,20
4879,2020,7,PIT,TEN,27,24
4880,2020,7,DET,ATL,23,22
4881,2020,7,BUF,NYJ,18,10
4882,2020,7,NO,CAR,27,24
4883,2020,7,CLE,CIN,37,34
4884,2020,7,WAS,DAL,25,3
4885,2020,7,TB,LV,45,20
4886,2020,7,KC,DEN,43,16
4887,2020,7,SF,NE,33,6
4888,2020,7,LAC,JAC,39,29
4889,2020,7,ARI,SEA,37,34
4890,2020,7,LA,CHI,24,10
4891,2020,8,ATL,CAR,25,17
4892,2020,8,IND,DET,41,21
4893,2020,8,MIN,GB,28,22
4894,2020,8,MIA,LA,28,17
4895,2020,8,PIT,BAL,28,24
4896,2020,8,BUF,NE,24,21
4897,2020,8,CIN,TEN,31,20
4898,2020,8,LV,CLE,16,6
4899,2020,8,KC,NYJ,35,9
4900,2020,8,DEN,LAC,31,30
4901,2020,8,SEA,SF,37,27
4902,2020,8,NO,CHI,26,23
4903,2020,8,PHI,DAL,23,9
4904,2020,8,TB,NYG,25,23
4905,2020,9,GB,SF,34,17
4906,2020,9,BAL,IND,24,10
4907,2020,9,MIN,DET,34,20
4908,2020,9,HOU,JAC,27,25
4909,2020,9,ATL,DEN,34,27
4910,2020,9,BUF,SEA,44,34
4911,2020,9,KC,CAR,33,31
4912,2020,9,TEN,CHI,24,17
4913,2020,9,NYG,WAS,23,20
4914,2020,9,LV,LAC,31,26
4915,2020,9,MIA,ARI,34,31
4916,2020,9,PIT,DAL,24,19
4917,2020,9,NO,TB,38,3
4918,2020,9,NE,NYJ,30,27
4919,2020,10,IND,TEN,34,17
4920,2020,10,CLE,HOU,10,7
4921,2020,10,DET,WAS,30,27
4922,2020,10,GB,JAC,24,20
4923,2020,10,TB,CAR,46,23
4924,2020,10,NYG,PHI,27,17
4925,2020,10,LV,DEN,37,12
4926,2020,10,MIA,LAC,29,21
4927,2020,10,ARI,BUF,32,30
4928,2020,10,PIT,CIN,36,10
4929,2020,10,NO,SF,27,13
4930,2020,10,LA,SEA,23,16
4931,2020,10,NE,BAL,23,17
4932,2020,10,MIN,CHI,19,13
4933,2020,11,SEA,ARI,28,21
4934,2020,11,NO,ATL,24,9
4935,2020,11,WAS,CIN,20,9
4936,2020,11,CLE,PHI,22,17
4937,2020,11,HOU,NE,27,20
4938,2020,11,PIT,JAC,27,3
4939,2020,11,TEN,BAL,30,24
4940,2020,11,CAR,DET,20,0
4941,2020,11,DEN,MIA,20,13
4942,2020,11,LAC,NYJ,34,28
4943,2020,11,IND,GB,34,31
4944,2020,11,DAL,MIN,31,28
4945,2020,11,KC,LV,35,31
4946,2020,11,LA,TB,27,24
4947,2020,12,HOU,DET,41,25
4948,2020,12,WAS,DAL,41,16
4949,2020,12,ATL,LV,43,6
4950,2020,12,BUF,LAC,27,17
4951,2020,12,NYG,CIN,19,17
4952,2020,12,CLE,JAC,27,25
4953,2020,12,TEN,IND,45,26
4954,2020,12,NE,ARI,20,17
4955,2020,12,MIA,NYJ,20,3
4956,2020,12,MIN,CAR,28,27
4957,2020,12,NO,DEN,31,3
4958,2020,12,SF,LA,23,20
4959,2020,12,KC,TB,27,24
4960,2020,12,GB,CHI,41,25
4961,2020,12,SEA,PHI,23,17
4962,2020,12,PIT,BAL,19,14
4963,2020,13,NO,ATL,21,16
4964,2020,13,DET,CHI,34,30
4965,2020,13,MIA,CIN,19,7
4966,2020,13,CLE,TEN,41,35
4967,2020,13,IND,HOU,26,20
4968,2020,13,MIN,JAC,27,24
4969,2020,13,LV,NYJ,31,28
4970,2020,13,LA,ARI,38,28
4971,2020,13,NYG,SEA,17,12
4972,2020,13,GB,PHI,30,16
4973,2020,13,NE,LAC,45,0
4974,2020,13,KC,DEN,22,16
4975,2020,13,WAS,PIT,23,17
4976,2020,13,BUF,SF,34,24
4977,2020,13,BAL,DAL,34,17
4978,2020,14,LA,NE,24,3
4979,2020,14,DEN,CAR,32,27
4980,2020,14,CHI,HOU,36,7
4981,2020,14,DAL,CIN,30,7
4982,2020,14,ARI,NYG,26,7
4983,2020,14,TEN,JAC,31,10
4984,2020,14,KC,MIA,33,27
4985,2020,14,TB,MIN,26,14
4986,2020,14,IND,LV,44,27
4987,2020,14,SEA,NYJ,40,3
4988,2020,14,LAC,ATL,20,17
4989,2020,14,GB,DET,31,24
4990,2020,14,PHI,NO,24,21
4991,2020,14,WAS,SF,23,15
4992,2020,14,BUF,PIT,26,15
4993,2020,14,BAL,CLE,47,42
4994,2020,15,LAC,LV,30,27
4995,2020,15,BUF,DEN,48,19
4996,2020,15,GB,CAR,24,16
4997,2020,15,TB,ATL,31,27
4998,2020,15,CHI,MIN,33,27
4999,2020,15,IND,HOU,27,20
5000,2020,15,DAL,SF,41,33
5001,2020,15,TEN,DET,46,25
5002,2020,15,BAL,JAC,40,14
5003,2020,15,MIA,NE,22,12
5004,2020,15,SEA,WAS,20,15
5005,2020,15,ARI,PHI,33,26
5006,2020,15,NYJ,LA,23,20
5007,2020,15,KC,NO,32,29
5008,2020,15,CLE,NYG,20,6
5009,2020,15,CIN,PIT,27,17
5010,2020,16,NO,MIN,52,33
5011,2020,16,TB,DET,47,7
5012,2020,16,SF,ARI,20,12
5013,2020,16,MIA,LV,26,25
5014,2020,16,KC,ATL,17,14
5015,2020,16,CHI,JAC,41,17
5016,2020,16,CIN,HOU,37,31
5017,2020,16,NYJ,CLE,23,16
5018,2020,16,PIT,IND,28,24
5019,2020,16,BAL,NYG,27,13
5020,2020,16,CAR,WAS,20,13
5021,2020,16,LAC,DEN,19,16
5022,2020,16,DAL,PHI,37,17
5023,2020,16,SEA,LA,20,9
5024,2020,16,GB,TEN,40,14
5025,2020,16,BUF,NE,38,9
5026,2021,1,TB,DAL,31,29
5027,2021,1,PHI,ATL,32,6
5028,2021,1,PIT,BUF,23,16
5029,2021,1,CAR,NYJ,19,14
5030,2021,1,CIN,MIN,27,24
5031,2021,1,SEA,IND,28,16
5032,2021,1,ARI,TEN,38,13
5033,2021,1,SF,DET,41,33
5034,2021,1,HOU,JAC,37,21
5035,2021,1,LAC,WAS,20,16
5036,2021,1,KC,CLE,33,29
5037,2021,1,DEN,NYG,27,13
5038,2021,1,NO,GB,38,3
5039,2021,1,MIA,NE,17,16
5040,2021,1,LA,CHI,34,14
5041,2021,1,LV,BAL,33,27
5042,2021,2,WAS,NYG,30,29
5043,2021,2,BUF,MIA,35,0
5044,2021,2,CAR,NO,26,7
5045,2021,2,CHI,CIN,20,17
5046,2021,2,CLE,HOU,31,21
5047,2021,2,LA,IND,27,24
5048,2021,2,DEN,JAC,23,13
5049,2021,2,NE,NYJ,25,6
5050,2021,2,SF,PHI,17,11
5051,2021,2,LV,PIT,26,17
5052,2021,2,TB,ATL,48,25
5053,2021,2,ARI,MIN,34,33
5054,2021,2,DAL,LAC,20,17
5055,2021,2,TEN,SEA,33,30
5056,2021,2,BAL,KC,36,35
5057,2021,2,GB,DET,35,17
5058,2021,3,CAR,HOU,24,9
5059,2021,3,ATL,NYG,17,14
5060,2021,3,BUF,WAS,43,21
5061,2021,3,CLE,CHI,26,6
5062,2021,3,CIN,PIT,24,10
5063,2021,3,TEN,IND,25,16
5064,2021,3,ARI,JAC,31,19
5065,2021,3,BAL,DET,19,17
5066,2021,3,LAC,KC,30,24
5067,2021,3,NO,NE,28,13
5068,2021,3,DEN,NYJ,26,0
5069,2021,3,LV,MIA,31,28
5070,2021,3,MIN,SEA,30,17
5071,2021,3,LA,TB,34,24
5072,2021,3,GB,SF,30,28
5073,2021,3,DAL,PHI,41,21
5074,2021,4,CIN,JAC,24,21
5075,2021,4,WAS,ATL,34,30
5076,2021,4,BUF,HOU,40,0
5077,2021,4,DAL,CAR,36,28
5078,2021,4,CHI,DET,24,14
5079,2021,4,CLE,MIN,14,7
5080,2021,4,IND,MIA,27,17
5081,2021,4,KC,PHI,42,30
5082,2021,4,NYG,NO,27,21
5083,2021,4,NYJ,TEN,27,24
5084,2021,4,ARI,LA,37,20
5085,2021,4,SEA,SF,28,21
5086,2021,4,BAL,DEN,23,7
5087,2021,4,GB,PIT,27,17
5088,2021,4,TB,NE,19,17
5089,2021,4,LAC,LV,28,14
5090,2021,5,LA,SEA,26,17
5091,2021,5,ATL,NYJ,27,20
5092,2021,5,PHI,CAR,21,18
5093,2021,5,GB,CIN,25,22
5094,2021,5,PIT,DEN,27,19
5095,2021,5,MIN,DET,19,17
5096,2021,5,NE,HOU,25,22
5097,2021,5,TEN,JAC,37,19
5098,2021,5,TB,MIA,45,17
5099,2021,5,NO,WAS,33,22
5100,2021,5,CHI,LV,20,9
5101,2021,5,LAC,CLE,47,42
5102,2021,5,ARI,SF,17,10
5103,2021,5,DAL,NYG,44,20
5104,2021,5,BUF,KC,38,20
5105,2021,5,BAL,IND,31,25
5106,2021,6,TB,PHI,28,22
5107,2021,6,JAC,MIA,23,20
5108,2021,6,MIN,CAR,34,28
5109,2021,6,GB,CHI,24,14
5110,2021,6,CIN,DET,34,11
5111,2021,6,IND,HOU,31,3
5112,2021,6,KC,WAS,31,13
5113,2021,6,LA,NYG,38,11
5114,2021,6,BAL,LAC,34,6
5115,2021,6,ARI,CLE,37,14
5116,2021,6,DAL,NE,35,29
5117,2021,6,LV,DEN,34,24
5118,2021,6,PIT,SEA,23,20
5119,2021,6,TEN,BUF,34,31
5120,2021,7,CLE,DEN,17,14
5121,2021,7,ATL,MIA,30,28
5122,2021,7,NYG,CAR,25,3
5123,2021,7,CIN,BAL,41,17
5124,2021,7,GB,WAS,24,10
5125,2021,7,TEN,KC,27,3
5126,2021,7,NE,NYJ,54,13
5127,2021,7,LA,DET,28,19
5128,2021,7,LV,PHI,33,22
5129,2021,7,TB,CHI,38,3
5130,2021,7,ARI,HOU,31,5
5131,2021,7,IND,SF,30,18
5132,2021,7,NO,SEA,13,10
5133,2021,8,GB,ARI,24,21
5134,2021,8,CAR,ATL,19,13
5135,2021,8,BUF,MIA,26,11
5136,2021,8,SF,CHI,33,22
5137,2021,8,NYJ,CIN,34,31
5138,2021,8,PIT,CLE,15,10
5139,2021,8,TEN,IND,34,31
5140,2021,8,PHI,DET,44,6
5141,2021,8,LA,HOU,38,22
5142,2021,8,SEA,JAC,31,7
5143,2021,8,NE,LAC,27,24
5144,2021,8,NO,TB,36,27
5145,2021,8,DEN,WAS,17,10
5146,2021,8,DAL,MIN,20,16
5147,2021,8,KC,NYG,20,17
5148,2021,9,IND,NYJ,45,30
5149,2021,9,ATL,NO,27,25
5150,2021,9,JAC,BUF,9,6
5151,2021,9,DEN,DAL,30,16
5152,2021,9,BAL,MIN,34,31
5153,2021,9,NE,CAR,24,6
5154,2021,9,CLE,CIN,41,16
5155,2021,9,MIA,HOU,17,9
5156,2021,9,NYG,LV,23,16
5157,2021,9,LAC,PHI,27,24
5158,2021,9,ARI,SF,31,17
5159,2021,9,KC,GB,13,7
5160,2021,9,TEN,LA,28,16
5161,2021,9,PIT,CHI,29,27
5162,2021,10,MIA,BAL,22,10
5163,2021,10,DAL,ATL,43,3
5164,2021,10,BUF,NYJ,45,17
5165,2021,10,PIT,DET,16,16
5166,2021,10,TEN,NO,23,21
5167,2021,10,WAS,TB,29,19
5168,2021,10,NE,CLE,45,7
5169,2021,10,IND,JAC,23,17
5170,2021,10,MIN,LAC,27,20
5171,2021,10,CAR,ARI,34,10
5172,2021,10,PHI,DEN,30,13
5173,2021,10,GB,SEA,17,0
5174,2021,10,KC,LV,41,14
5175,2021,10,SF,LA,31,10
5176,2021,11,NE,ATL,25,0
5177,2021,11,IND,BUF,41,15
5178,2021,11,BAL,CHI,16,13
5179,2021,11,HOU,TEN,22,13
5180,2021,11,SF,JAC,30,10
5181,2021,11,PHI,NO,40,29
5182,2021,11,WAS,CAR,27,21
5183,2021,11,CLE,DET,13,10
5184,2021,11,MIN,GB,34,31
5185,2021,11,MIA,NYJ,24,17
5186,2021,11,CIN,LV,32,13
5187,2021,11,KC,DAL,19,9
5188,2021,11,ARI,SEA,23,13
5189,2021,11,LAC,PIT,41,37
5190,2021,11,TB,NYG,30,10
5191,2021,12,CHI,DET,16,14
5192,2021,12,LV,DAL,36,33
5193,2021,12,BUF,NO,31,6
5194,2021,12,ATL,JAC,21,14
5195,2021,12,CIN,PIT,41,10
5196,2021,12,NYJ,HOU,21,14
5197,2021,12,NYG,PHI,13,7
5198,2021,12,MIA,CAR,33,10
5199,2021,12,TB,IND,38,31
5200,2021,12,NE,TEN,36,13
5201,2021,12,DEN,LAC,28,13
5202,2021,12,SF,MIN,34,26
5203,2021,12,GB,LA,36,28
5204,2021,12,BAL,CLE,16,10
5205,2021,12,WAS,SEA,17,15
5206,2021,13,DAL,NO,27,17
5207,2021,13,TB,ATL,30,17
5208,2021,13,ARI,CHI,33,22
5209,2021,13,LAC,CIN,41,22
5210,2021,13,DET,MIN,29,27
5211,2021,13,PHI,NYJ,33,18
5212,2021,13,IND,HOU,31,0
5213,2021,13,MIA,NYG,20,9
5214,2021,13,SEA,SF,30,23
5215,2021,13,WAS,LV,17,15
5216,2021,13,LA,JAC,37,7
5217,2021,13,PIT,BAL,20,19
5218,2021,13,KC,DEN,22,9
5219,2021,13,NE,BUF,14,10
5220,2021,14,MIN,PIT,36,28
5221,2021,14,ATL,CAR,29,21
5222,2021,14,SF,CIN,26,23
5223,2021,14,CLE,BAL,24,22
5224,2021,14,DAL,WAS,27,20
5225,2021,14,SEA,HOU,33,13
5226,2021,14,TEN,JAC,20,0
5227,2021,14,KC,LV,48,9
5228,2021,14,NO,NYJ,30,9
5229,2021,14,DEN,DET,38,10
5230,2021,14,LAC,NYG,37,21
5231,2021,14,TB,BUF,33,27
5232,2021,14,GB,CHI,45,30
5233,2021,14,LA,ARI,30,23
5234,2021,15,KC,LAC,34,28
5235,2021,15,IND,NE,27,17
5236,2021,15,BUF,CAR,31,14
5237,2021,15,DET,ARI,30,12
5238,2021,15,DAL,NYG,21,6
5239,2021,15,GB,BAL,31,30
5240,2021,15,HOU,JAC,30,16
5241,2021,15,MIA,NYJ,31,24
5242,2021,15,PIT,TEN,19,13
5243,2021,15,SF,ATL,31,13
5244,2021,15,CIN,DEN,15,10
5245,2021,15,NO,TB,9,0
5246,2021,15,LV,CLE,16,14
5247,2021,15,MIN,CHI,17,9
5248,2021,15,PHI,WAS,27,17
5249,2021,15,LA,SEA,20,10
5250,2021,16,TEN,SF,20,17
5251,2021,16,GB,CLE,24,22
5252,2021,16,IND,ARI,22,16
5253,2021,16,ATL,DET,20,16
5254,2021,16,BUF,NE,33,21
5255,2021,16,TB,CAR,32,6
5256,2021,16,CIN,BAL,41,21
5257,2021,16,HOU,LAC,41,29
5258,2021,16,NYJ,JAC,26,21
5259,2021,16,LA,MIN,30,23
5260,2021,16,PHI,NYG,34,10
5261,2021,16,CHI,SEA,25,24
5262,2021,16,LV,DEN,17,13
5263,2021,16,KC,PIT,36,10
5264,2021,16,DAL,WAS,56,14
5265,2021,16,MIA,NO,20,3
5266,2021,17,BUF,ATL,29,15
5267,2021,17,NO,CAR,18,10
5268,2021,17,CHI,NYG,29,3
5269,2021,17,CIN,KC,34,31
5270,2021,17,LV,IND,23,20
5271,2021,17,NE,JAC,50,10
5272,2021,17,TEN,MIA,34,3
5273,2021,17,TB,NYJ,28,24
5274,2021,17,PHI,WAS,20,16
5275,2021,17,LAC,DEN,34,13
5276,2021,17,SF,HOU,23,7
5277,2021,17,ARI,DAL,25,22
5278,2021,17,SEA,DET,51,29
5279,2021,17,LA,BAL,20,19
5280,2021,17,GB,MIN,37,10
5281,2021,17,PIT,CLE,26,14
5282,2022,1,BUF,LA,31,10
5283,2022,1,NO,ATL,27,26
5284,2022,1,CLE,CAR,26,24
5285,2022,1,CHI,SF,19,10
5286,2022,1,PIT,CIN,23,20
5287,2022,1,HOU,IND,20,20
5288,2022,1,PHI,DET,38,35
5289,2022,1,WAS,JAC,28,22
5290,2022,1,MIA,NE,20,7
5291,2022,1,BAL,NYJ,24,9
5292,2022,1,KC,ARI,44,21
5293,2022,1,MIN,GB,23,7
5294,2022,1,NYG,TEN,21,20
5295,2022,1,LAC,LV,24,19
5296,2022,1,TB,DAL,19,3
5297,2022,1,SEA,DEN,17,16
5298,2022,2,KC,LAC,27,24
5299,2022,2,NYG,CAR,19,16
5300,2022,2,NYJ,CLE,31,30
5301,2022,2,JAC,IND,24,0
5302,2022,2,DET,WAS,36,27
5303,2022,2,MIA,BAL,42,38
5304,2022,2,TB,NO,20,10
5305,2022,2,NE,PIT,17,14
5306,2022,2,LA,ATL,31,27
5307,2022,2,SF,SEA,27,7
5308,2022,2,DAL,CIN,20,17
5309,2022,2,ARI,LV,29,23
5310,2022,2,DEN,HOU,16,9
5311,2022,2,GB,CHI,27,10
5312,2022,2,BUF,TEN,41,7
5313,2022,2,PHI,MIN,24,7
5314,2022,3,CLE,PIT,29,17
5315,2022,3,MIA,BUF,21,19
5316,2022,3,CAR,NO,22,14
5317,2022,3,CHI,HOU,23,20
5318,2022,3,CIN,NYJ,27,12
5319,2022,3,IND,KC,20,17
5320,2022,3,MIN,DET,28,24
5321,2022,3,BAL,NE,37,26
5322,2022,3,TEN,LV,24,22
5323,2022,3,PHI,WAS,24,8
5324,2022,3,JAC,LAC,38,10
5325,2022,3,ATL,SEA,27,23
5326,2022,3,LA,ARI,20,12
5327,2022,3,GB,TB,14,12
5328,2022,3,DEN,SF,11,10
5329,2022,3,DAL,NYG,23,16
5330,2022,4,CIN,MIA,27,15
5331,2022,4,MIN,NO,28,25
5332,2022,4,ATL,CLE,23,20
5333,2022,4,BUF,BAL,23,20
5334,2022,4,NYG,CHI,20,12
5335,2022,4,TEN,IND,24,17
5336,2022,4,DAL,WAS,25,10
5337,2022,4,SEA,DET,48,45
5338,2022,4,LAC,HOU,34,24
5339,2022,4,PHI,JAC,29,21
