,season,week,team,players_out_total,players_questionable_total,players_doubtful_total,players_full_total,players_none_total,players_limit_total
240,2018.0,8.0,TB,2,0,0,3,2,0
241,2018.0,8.0,WAS,1,3,0,13,2,1
242,2018.0,9.0,ATL,2,0,0,4,2,1
243,2018.0,9.0,BAL,3,7,0,2,5,6
244,2018.0,9.0,BUF,2,2,0,0,4,3
245,2018.0,9.0,CAR,1,0,0,5,1,1
246,2018.0,9.0,CHI,2,3,0,2,3,2
247,2018.0,9.0,CLE,1,7,0,5,5,3
248,2018.0,9.0,DAL,3,2,1,2,5,1
249,2018.0,9.0,DEN,4,1,0,5,5,2
250,2018.0,9.0,DET,0,3,1,3,0,4
251,2018.0,9.0,GB,0,3,1,6,1,3
252,2018.0,9.0,HOU,1,5,0,4,1,10
253,2018.0,9.0,KC,2,2,1,6,3,2
254,2018.0,9.0,LAC,3,1,0,1,3,0
255,2018.0,9.0,LAR,0,1,0,4,1,0
256,2018.0,9.0,LV,1,3,0,0,1,9
257,2018.0,9.0,MIA,3,3,0,11,2,2
258,2018.0,9.0,MIN,3,5,0,1,4,4
259,2018.0,9.0,NE,2,13,0,0,4,13
260,2018.0,9.0,NO,1,0,0,6,1,0
261,2018.0,9.0,NYJ,1,5,2,7,3,5
262,2018.0,9.0,PIT,0,2,1,5,2,1
263,2018.0,9.0,SEA,0,3,2,5,3,4
264,2018.0,9.0,SF,3,6,0,2,3,6
265,2018.0,9.0,TB,3,2,0,6,3,0
266,2018.0,9.0,TEN,1,1,0,4,0,2
267,2018.0,9.0,WAS,3,4,0,10,3,4
268,2018.0,10.0,ARI,2,7,0,2,2,6
269,2018.0,10.0,ATL,1,1,0,4,1,2
270,2018.0,10.0,BUF,3,4,0,2,5,3
271,2018.0,10.0,CAR,2,4,0,3,3,3
272,2018.0,10.0,CHI,1,1,0,5,2,1
273,2018.0,10.0,CIN,6,1,1,4,7,1
274,2018.0,10.0,CLE,0,7,0,7,0,6
275,2018.0,10.0,DAL,6,2,0,3,6,2
276,2018.0,10.0,DET,2,4,1,1,2,5
277,2018.0,10.0,GB,1,3,0,6,1,2
278,2018.0,10.0,IND,3,4,0,7,6,1
279,2018.0,10.0,JAX,2,4,1,3,3,4
280,2018.0,10.0,KC,1,6,1,2,2,6
281,2018.0,10.0,LAC,1,4,0,0,3,2
282,2018.0,10.0,LAR,0,0,0,3,0,0
283,2018.0,10.0,LV,0,0,0,2,0,6
284,2018.0,10.0,MIA,2,5,1,13,1,7
285,2018.0,10.0,NE,0,7,0,0,1,9
286,2018.0,10.0,NO,1,1,0,6,2,1
287,2018.0,10.0,NYG,0,0,0,3,0,0
288,2018.0,10.0,NYJ,1,1,3,17,4,1
289,2018.0,10.0,PHI,3,2,0,7,4,2
290,2018.0,10.0,PIT,2,0,0,6,2,0
291,2018.0,10.0,SEA,0,7,1,7,4,2
292,2018.0,10.0,SF,3,0,0,4,3,1
293,2018.0,10.0,TB,4,0,0,4,4,0
294,2018.0,10.0,TEN,1,5,0,2,4,2
295,2018.0,10.0,WAS,2,3,0,8,3,2
296,2018.0,11.0,ARI,2,6,0,4,6,2
297,2018.0,11.0,ATL,1,0,0,7,0,2
298,2018.0,11.0,BAL,2,3,1,5,5,0
299,2018.0,11.0,CAR,1,0,0,3,1,1
300,2018.0,11.0,CHI,1,2,0,1,1,1
301,2018.0,11.0,CIN,5,3,1,7,7,1
302,2018.0,11.0,DAL,5,4,1,3,6,4
303,2018.0,11.0,DEN,3,0,0,5,3,1
304,2018.0,11.0,DET,3,2,0,4,3,2
305,2018.0,11.0,GB,4,2,1,5,5,1
306,2018.0,11.0,HOU,0,5,0,1,0,8
307,2018.0,11.0,IND,3,2,0,7,9,0
308,2018.0,11.0,JAX,1,2,2,5,4,1
309,2018.0,11.0,KC,1,1,1,6,3,0
310,2018.0,11.0,LAC,1,2,0,5,1,3
311,2018.0,11.0,LAR,1,0,0,3,3,0
312,2018.0,11.0,LV,2,3,0,4,3,6
313,2018.0,11.0,MIN,2,3,0,6,2,3
314,2018.0,11.0,NO,2,0,0,7,2,0
315,2018.0,11.0,NYG,0,0,0,5,0,0
316,2018.0,11.0,PHI,4,2,0,2,4,3
317,2018.0,11.0,PIT,2,0,0,3,2,0
318,2018.0,11.0,SEA,0,4,1,7,1,2
319,2018.0,11.0,TB,5,3,0,6,3,3
320,2018.0,11.0,TEN,1,3,0,4,2,2
321,2018.0,11.0,WAS,3,4,0,9,4,2
322,2018.0,12.0,ARI,4,7,0,3,5,6
323,2018.0,12.0,ATL,1,0,0,6,0,1
324,2018.0,12.0,BAL,2,5,0,4,6,3
325,2018.0,12.0,BUF,1,4,1,3,1,5
326,2018.0,12.0,CAR,0,1,1,8,1,2
327,2018.0,12.0,CHI,2,0,1,0,3,0
328,2018.0,12.0,CIN,2,3,0,5,7,0
329,2018.0,12.0,CLE,0,2,0,4,0,1
330,2018.0,12.0,DAL,5,7,0,4,5,5
331,2018.0,12.0,DEN,2,1,0,3,2,1
332,2018.0,12.0,DET,2,7,0,0,2,7
333,2018.0,12.0,GB,2,7,1,1,4,6
334,2018.0,12.0,HOU,0,4,0,8,1,5
335,2018.0,12.0,IND,3,1,0,4,7,0
336,2018.0,12.0,JAX,4,3,0,1,4,4
337,2018.0,12.0,LAC,0,3,0,5,2,2
338,2018.0,12.0,LV,1,2,0,3,2,8
339,2018.0,12.0,MIA,1,7,0,9,1,9
340,2018.0,12.0,MIN,4,0,0,8,4,0
341,2018.0,12.0,NE,1,5,0,1,2,4
342,2018.0,12.0,NO,1,2,0,6,1,2
343,2018.0,12.0,NYG,1,0,0,0,1,0
344,2018.0,12.0,NYJ,1,2,2,11,3,2
345,2018.0,12.0,PHI,5,1,0,2,6,0
346,2018.0,12.0,PIT,2,1,0,5,2,1
347,2018.0,12.0,SEA,1,1,0,7,2,0
348,2018.0,12.0,SF,2,1,0,2,2,1
349,2018.0,12.0,TB,3,7,0,9,3,2
350,2018.0,12.0,TEN,2,1,0,3,2,1
351,2018.0,12.0,WAS,1,5,0,9,2,4
352,2018.0,13.0,ARI,1,5,0,8,1,4
353,2018.0,13.0,ATL,0,0,0,4,0,2
354,2018.0,13.0,BAL,1,5,2,8,4,4
355,2018.0,13.0,BUF,2,1,0,1,4,3
356,2018.0,13.0,CAR,0,1,0,13,0,1
357,2018.0,13.0,CHI,0,2,3,3,2,2
358,2018.0,13.0,CIN,2,0,1,6,4,0
359,2018.0,13.0,CLE,1,2,0,6,1,2
360,2018.0,13.0,DAL,4,4,0,6,5,3
361,2018.0,13.0,DEN,2,1,0,2,3,3
362,2018.0,13.0,DET,3,3,1,0,3,3
363,2018.0,13.0,GB,5,5,0,1,5,7
364,2018.0,13.0,HOU,0,2,0,10,0,7
365,2018.0,13.0,IND,2,6,0,6,7,2
366,2018.0,13.0,JAX,1,7,0,4,1,7
367,2018.0,13.0,KC,1,1,0,2,1,1
368,2018.0,13.0,LAC,3,1,0,2,3,1
369,2018.0,13.0,LAR,0,0,0,3,1,0
370,2018.0,13.0,LV,1,4,0,5,2,5
371,2018.0,13.0,MIA,0,2,2,11,2,3
372,2018.0,13.0,MIN,2,4,0,6,2,3
373,2018.0,13.0,NE,1,0,0,1,2,3
374,2018.0,13.0,NO,1,0,0,6,1,0
375,2018.0,13.0,NYG,2,1,0,4,1,2
376,2018.0,13.0,NYJ,1,2,0,10,1,2
377,2018.0,13.0,PHI,3,3,0,7,4,2
378,2018.0,13.0,PIT,1,2,1,7,3,0
379,2018.0,13.0,SEA,2,1,2,7,4,0
380,2018.0,13.0,SF,4,0,0,8,2,3
381,2018.0,13.0,TB,3,4,1,9,5,1
382,2018.0,13.0,TEN,2,0,0,8,2,0
383,2018.0,13.0,WAS,0,8,0,6,2,6
384,2018.0,14.0,ARI,1,2,0,6,1,1
385,2018.0,14.0,ATL,1,1,0,3,1,4
386,2018.0,14.0,BAL,0,7,1,9,4,1
387,2018.0,14.0,BUF,2,1,1,1,4,2
388,2018.0,14.0,CAR,2,1,0,8,3,1
389,2018.0,14.0,CHI,0,2,1,3,2,1
390,2018.0,14.0,CIN,4,1,0,4,5,0
391,2018.0,14.0,CLE,2,3,0,7,2,4
392,2018.0,14.0,DAL,4,2,0,5,6,1
393,2018.0,14.0,DEN,3,1,0,3,3,4
394,2018.0,14.0,DET,2,8,0,2,1,9
395,2018.0,14.0,GB,1,5,1,8,5,2
396,2018.0,14.0,HOU,1,3,0,9,1,7
397,2018.0,14.0,IND,4,5,0,3,9,4
398,2018.0,14.0,JAX,2,2,0,6,2,2
399,2018.0,14.0,KC,0,2,1,1,2,1
400,2018.0,14.0,LAC,2,0,2,2,4,0
401,2018.0,14.0,LAR,1,0,0,3,1,0
402,2018.0,14.0,LV,0,6,0,4,2,5
403,2018.0,14.0,MIA,2,2,0,9,2,4
404,2018.0,14.0,MIN,3,1,0,4,3,2
405,2018.0,14.0,NE,0,2,0,2,0,3
406,2018.0,14.0,NO,1,0,0,4,1,0
407,2018.0,14.0,NYG,0,2,0,3,1,3
408,2018.0,14.0,NYJ,0,4,0,12,0,4
409,2018.0,14.0,PHI,2,3,0,2,5,0
410,2018.0,14.0,PIT,2,2,0,9,2,0
411,2018.0,14.0,SEA,1,3,1,7,3,1
412,2018.0,14.0,SF,3,1,0,8,4,1
413,2018.0,14.0,TB,3,4,1,4,3,2
414,2018.0,14.0,TEN,2,2,0,7,2,2
415,2018.0,14.0,WAS,3,4,0,10,4,2
416,2018.0,15.0,ARI,0,3,0,4,0,3
417,2018.0,15.0,ATL,1,1,0,2,1,5
418,2018.0,15.0,BAL,0,6,1,9,4,2
419,2018.0,15.0,BUF,1,4,0,3,1,3
420,2018.0,15.0,CAR,1,0,1,4,3,1
421,2018.0,15.0,CHI,0,3,0,1,1,1
422,2018.0,15.0,CIN,1,4,1,3,2,5
423,2018.0,15.0,CLE,2,3,0,8,3,3
424,2018.0,15.0,DAL,3,5,0,4,5,3
425,2018.0,15.0,DEN,3,1,0,4,2,2
426,2018.0,15.0,DET,5,6,0,0,5,6
427,2018.0,15.0,GB,0,2,1,6,3,0
428,2018.0,15.0,HOU,0,3,0,11,2,5
429,2018.0,15.0,IND,3,3,0,5,8,2
430,2018.0,15.0,JAX,4,2,0,2,5,2
431,2018.0,15.0,KC,1,2,2,3,3,2
432,2018.0,15.0,LAC,3,1,1,0,4,1
433,2018.0,15.0,LAR,0,0,0,3,0,0
434,2018.0,15.0,LV,0,4,0,2,2,6
435,2018.0,15.0,MIA,0,1,1,8,1,5
436,2018.0,15.0,MIN,1,3,0,6,0,4
437,2018.0,15.0,NE,0,1,0,2,0,0
438,2018.0,15.0,NO,1,0,0,3,2,0
439,2018.0,15.0,NYG,1,0,0,2,1,1
440,2018.0,15.0,NYJ,3,4,0,10,3,4
441,2018.0,15.0,PHI,4,3,1,4,6,0
442,2018.0,15.0,PIT,1,2,0,4,1,2
443,2018.0,15.0,SEA,3,3,1,6,3,4
444,2018.0,15.0,SF,1,6,0,4,0,9
445,2018.0,15.0,TB,2,6,0,4,2,3
446,2018.0,15.0,TEN,3,0,0,4,3,2
447,2018.0,15.0,WAS,4,7,0,8,6,3
448,2018.0,16.0,ARI,0,7,0,6,2,4
449,2018.0,16.0,ATL,0,1,0,5,0,3
450,2018.0,16.0,BAL,0,4,0,7,0,1
451,2018.0,16.0,BUF,1,1,0,10,0,1
452,2018.0,16.0,CAR,2,1,0,7,3,2
453,2018.0,16.0,CHI,0,1,2,1,2,1
454,2018.0,16.0,CIN,3,1,0,7,4,0
455,2018.0,16.0,CLE,0,6,0,9,0,4
456,2018.0,16.0,DAL,2,4,0,3,3,3
457,2018.0,16.0,DEN,1,2,0,6,2,1
458,2018.0,16.0,DET,2,6,0,4,1,7
459,2018.0,16.0,GB,2,1,2,7,4,0
460,2018.0,16.0,HOU,1,6,0,8,3,5
461,2018.0,16.0,IND,1,5,0,7,5,4
462,2018.0,16.0,JAX,4,0,0,2,4,0
463,2018.0,16.0,KC,1,1,1,5,1,2
464,2018.0,16.0,LAC,1,1,1,2,1,2
465,2018.0,16.0,LAR,0,2,0,1,2,0
466,2018.0,16.0,LV,0,3,0,2,1,7
467,2018.0,16.0,MIA,0,5,1,9,1,6
468,2018.0,16.0,MIN,1,0,0,3,1,2
469,2018.0,16.0,NE,0,1,0,0,1,2
470,2018.0,16.0,NO,1,0,0,5,1,0
471,2018.0,16.0,NYG,4,1,0,1,4,2
472,2018.0,16.0,NYJ,1,2,1,14,4,2
473,2018.0,16.0,PHI,3,4,0,5,5,5
474,2018.0,16.0,PIT,1,1,0,5,2,0
475,2018.0,16.0,SEA,1,7,0,7,6,3
476,2018.0,16.0,SF,1,0,0,4,1,3
477,2018.0,16.0,TB,0,1,0,5,0,0
478,2018.0,16.0,TEN,4,1,0,4,5,2
479,2018.0,16.0,WAS,2,9,0,6,9,5
480,2018.0,17.0,ARI,1,2,0,6,3,0
481,2018.0,17.0,ATL,1,0,0,3,1,2
482,2018.0,17.0,BAL,0,5,0,6,0,0
483,2018.0,17.0,BUF,2,2,0,1,2,1
484,2018.0,17.0,CAR,3,2,0,5,3,3
485,2018.0,17.0,CHI,0,1,3,1,3,1
486,2018.0,17.0,CIN,2,0,0,3,5,0
487,2018.0,17.0,CLE,1,1,0,6,1,3
488,2018.0,17.0,DAL,2,4,0,1,2,4
489,2018.0,17.0,DEN,0,0,0,4,2,0
490,2018.0,17.0,DET,3,6,0,1,3,6
491,2018.0,17.0,GB,0,7,2,9,5,1
492,2018.0,17.0,HOU,0,3,0,13,0,5
493,2018.0,17.0,IND,2,7,0,8,10,1
494,2018.0,17.0,JAX,3,2,1,1,4,5
495,2018.0,17.0,KC,1,4,0,9,2,0
496,2018.0,17.0,LAC,0,1,0,3,0,1
497,2018.0,17.0,LAR,2,2,0,2,3,0
498,2018.0,17.0,LV,1,2,0,9,1,3
499,2018.0,17.0,MIA,0,4,1,8,1,5
500,2018.0,17.0,MIN,4,2,0,2,4,4
501,2018.0,17.0,NE,1,4,0,0,2,3
502,2018.0,17.0,NO,3,0,0,0,3,3
503,2018.0,17.0,NYG,5,0,0,4,5,0
504,2018.0,17.0,NYJ,4,1,0,11,4,1
505,2018.0,17.0,PHI,5,4,0,2,3,6
506,2018.0,17.0,PIT,0,3,1,5,2,0
507,2018.0,17.0,SEA,0,5,1,8,2,3
508,2018.0,17.0,SF,4,1,0,3,3,7
509,2018.0,17.0,TB,0,2,2,3,2,2
510,2018.0,17.0,TEN,1,1,0,1,0,4
511,2018.0,17.0,WAS,2,5,1,4,6,4
512,2018.0,18.0,BAL,0,3,0,3,1,1
513,2018.0,18.0,CHI,0,3,1,4,2,2
514,2018.0,18.0,DAL,1,2,1,4,2,2
515,2018.0,18.0,HOU,0,2,0,9,1,3
516,2018.0,18.0,IND,2,5,1,6,8,2
517,2018.0,18.0,LAC,1,1,1,4,2,1
518,2018.0,18.0,PHI,4,4,0,6,3,3
519,2018.0,18.0,SEA,0,1,1,9,2,0
520,2018.0,19.0,DAL,1,5,0,8,3,3
521,2018.0,19.0,IND,1,2,1,2,9,2
522,2018.0,19.0,KC,0,3,1,7,2,2
523,2018.0,19.0,LAC,0,4,0,7,0,1
524,2018.0,19.0,LAR,0,1,0,3,1,0
525,2018.0,19.0,NE,0,1,0,2,0,2
526,2018.0,19.0,NO,1,0,0,8,1,0
527,2018.0,19.0,PHI,1,6,0,3,1,5
528,2018.0,20.0,KC,1,0,0,9,1,0
529,2018.0,20.0,NE,0,0,0,1,0,0
530,2018.0,20.0,NO,1,1,0,3,1,1
531,2018.0,21.0,LAR,0,0,0,2,0,0
532,2018.0,21.0,NE,0,0,0,2,0,0
533,2019.0,1.0,ARI,2,2,0,0,3,2
534,2019.0,1.0,ATL,1,0,0,0,1,1
535,2019.0,1.0,BAL,0,4,0,3,1,0
536,2019.0,1.0,BUF,1,0,1,0,1,1
537,2019.0,1.0,CAR,2,0,0,1,2,0
538,2019.0,1.0,CHI,0,3,0,0,0,3
539,2019.0,1.0,CIN,3,0,1,4,3,1
540,2019.0,1.0,CLE,0,1,0,2,0,1
541,2019.0,1.0,DAL,3,0,0,7,4,1
542,2019.0,1.0,DEN,2,1,1,1,3,2
543,2019.0,1.0,DET,1,3,0,1,0,4
544,2019.0,1.0,GB,2,1,0,14,3,3
545,2019.0,1.0,HOU,0,3,0,4,0,2
546,2019.0,1.0,IND,2,2,0,4,6,0
547,2019.0,1.0,JAX,2,1,1,5,3,1
548,2019.0,1.0,KC,0,2,0,4,2,0
549,2019.0,1.0,LAC,1,2,4,2,4,2
550,2019.0,1.0,LAR,0,0,0,1,0,0
551,2019.0,1.0,LV,1,3,0,0,2,3
552,2019.0,1.0,MIA,0,6,0,1,1,6
553,2019.0,1.0,MIN,1,2,0,5,0,3
554,2019.0,1.0,NE,0,3,0,0,0,3
555,2019.0,1.0,NO,2,1,0,3,1,2
556,2019.0,1.0,NYG,2,0,0,3,2,0
557,2019.0,1.0,NYJ,0,3,0,9,0,3
558,2019.0,1.0,PHI,3,0,0,5,3,0
559,2019.0,1.0,PIT,0,0,1,1,1,0
560,2019.0,1.0,SEA,3,2,0,6,2,4
561,2019.0,1.0,SF,3,4,0,3,3,4
562,2019.0,1.0,TB,2,2,0,8,3,0
563,2019.0,1.0,TEN,1,1,0,1,2,0
564,2019.0,1.0,WAS,2,3,0,4,2,1
565,2019.0,2.0,ARI,1,1,0,4,3,0
566,2019.0,2.0,ATL,1,1,0,3,0,2
567,2019.0,2.0,BAL,1,5,0,4,4,1
568,2019.0,2.0,BUF,2,1,0,7,2,1
569,2019.0,2.0,CAR,1,2,0,3,1,1
570,2019.0,2.0,CHI,0,4,0,1,0,4
571,2019.0,2.0,CIN,2,3,0,2,3,3
572,2019.0,2.0,CLE,4,4,0,5,3,3
573,2019.0,2.0,DAL,2,0,0,9,3,0
574,2019.0,2.0,DEN,3,2,0,0,3,3
575,2019.0,2.0,DET,0,3,0,1,0,3
576,2019.0,2.0,GB,2,2,0,11,1,4
577,2019.0,2.0,HOU,0,3,0,6,0,4
578,2019.0,2.0,IND,2,0,1,4,6,1
579,2019.0,2.0,JAX,3,3,0,4,4,2
580,2019.0,2.0,KC,1,1,0,6,1,1
581,2019.0,2.0,LAC,1,7,1,2,2,5
582,2019.0,2.0,LAR,0,0,0,4,1,0
583,2019.0,2.0,LV,2,3,0,1,3,3
584,2019.0,2.0,MIA,2,4,0,3,2,4
585,2019.0,2.0,MIN,1,3,1,6,1,3
586,2019.0,2.0,NE,1,2,0,0,0,3
587,2019.0,2.0,NO,1,0,0,4,0,2
588,2019.0,2.0,NYG,3,1,0,3,4,1
589,2019.0,2.0,NYJ,3,7,0,6,4,6
590,2019.0,2.0,PHI,2,0,1,2,2,1
591,2019.0,2.0,PIT,1,2,0,11,1,0
592,2019.0,2.0,SEA,2,1,3,12,4,1
593,2019.0,2.0,SF,3,2,0,2,3,2
594,2019.0,2.0,TB,1,0,0,5,2,0
595,2019.0,2.0,TEN,2,1,0,2,2,2
596,2019.0,2.0,WAS,5,1,1,1,6,1
597,2019.0,3.0,ARI,1,3,0,5,4,1
598,2019.0,3.0,ATL,1,0,0,4,1,1
599,2019.0,3.0,BAL,2,2,0,2,5,1
600,2019.0,3.0,BUF,3,1,0,2,9,0
601,2019.0,3.0,CAR,4,2,0,1,5,0
602,2019.0,3.0,CHI,1,4,0,1,2,3
603,2019.0,3.0,CIN,5,2,1,2,7,1
604,2019.0,3.0,CLE,4,8,0,4,11,3
605,2019.0,3.0,DAL,6,0,0,7,7,0
606,2019.0,3.0,DEN,3,2,0,3,1,4
607,2019.0,3.0,DET,1,4,0,0,0,5
608,2019.0,3.0,GB,2,4,1,10,4,5
609,2019.0,3.0,HOU,0,3,0,8,0,3
610,2019.0,3.0,IND,2,3,0,6,5,3
611,2019.0,3.0,JAX,2,2,0,6,2,4
612,2019.0,3.0,KC,3,1,0,6,3,0
613,2019.0,3.0,LAC,1,1,1,7,2,0
614,2019.0,3.0,LAR,1,2,0,2,2,2
615,2019.0,3.0,LV,2,6,0,6,2,6
616,2019.0,3.0,MIA,2,3,0,2,2,3
617,2019.0,3.0,MIN,1,4,0,6,1,2
618,2019.0,3.0,NE,1,5,0,2,3,3
619,2019.0,3.0,NO,3,0,0,3,2,1
620,2019.0,3.0,NYG,1,1,0,5,1,1
621,2019.0,3.0,NYJ,2,8,3,6,7,7
622,2019.0,3.0,PHI,4,3,1,4,5,4
623,2019.0,3.0,PIT,3,0,0,5,3,0
624,2019.0,3.0,SEA,0,3,2,13,3,2
625,2019.0,3.0,SF,4,4,0,0,5,4
626,2019.0,3.0,TB,4,0,0,6,5,0
627,2019.0,3.0,TEN,3,1,0,7,4,0
628,2019.0,3.0,WAS,3,2,0,5,4,0
629,2019.0,4.0,ARI,2,3,0,3,4,2
630,2019.0,4.0,ATL,1,0,0,8,1,0
631,2019.0,4.0,BAL,3,2,0,1,5,2
632,2019.0,4.0,BUF,2,7,0,4,9,4
633,2019.0,4.0,CAR,2,4,0,6,4,0
634,2019.0,4.0,CHI,2,4,0,5,4,2
635,2019.0,4.0,CIN,4,0,1,9,6,0
636,2019.0,4.0,CLE,1,6,0,7,6,1
637,2019.0,4.0,DAL,3,1,0,2,4,4
638,2019.0,4.0,DEN,2,5,0,5,3,4
639,2019.0,4.0,DET,1,4,0,1,1,4
640,2019.0,4.0,GB,2,3,0,8,2,5
641,2019.0,4.0,HOU,1,1,0,10,1,1
642,2019.0,4.0,IND,3,3,1,4,8,2
643,2019.0,4.0,JAX,2,2,0,9,3,1
644,2019.0,4.0,KC,3,0,0,5,3,0
645,2019.0,4.0,LAC,5,2,1,3,6,2
646,2019.0,4.0,LAR,0,0,0,5,1,0
647,2019.0,4.0,LV,2,2,0,5,2,1
648,2019.0,4.0,MIA,2,5,0,3,3,6
649,2019.0,4.0,MIN,2,1,0,6,2,0
650,2019.0,4.0,NE,0,7,0,3,1,7
651,2019.0,4.0,NO,3,1,0,5,3,2
652,2019.0,4.0,NYG,3,0,0,3,4,1
653,2019.0,4.0,PHI,3,1,0,9,3,0
654,2019.0,4.0,PIT,3,1,1,5,4,0
655,2019.0,4.0,SEA,0,4,1,8,1,3
656,2019.0,4.0,TB,2,3,0,3,2,3
657,2019.0,4.0,TEN,1,0,0,6,1,0
658,2019.0,4.0,WAS,2,2,0,6,4,0
659,2019.0,5.0,ARI,5,6,0,5,7,4
660,2019.0,5.0,ATL,4,1,0,2,5,2
661,2019.0,5.0,BAL,1,3,0,3,4,2
662,2019.0,5.0,BUF,2,7,0,5,5,3
663,2019.0,5.0,CAR,6,3,0,6,8,1
664,2019.0,5.0,CHI,4,1,1,4,5,1
665,2019.0,5.0,CIN,4,0,0,6,4,0
666,2019.0,5.0,CLE,1,6,0,7,4,0
667,2019.0,5.0,DAL,1,4,0,6,2,4
668,2019.0,5.0,DEN,1,3,0,5,2,2
669,2019.0,5.0,GB,3,4,1,3,4,6
670,2019.0,5.0,HOU,1,3,0,11,1,2
671,2019.0,5.0,IND,5,5,0,3,8,3
672,2019.0,5.0,JAX,2,2,0,8,1,2
673,2019.0,5.0,KC,3,3,0,6,2,3
674,2019.0,5.0,LAC,1,5,3,7,4,2
675,2019.0,5.0,LAR,1,0,1,2,2,0
676,2019.0,5.0,LV,1,5,0,3,5,1
677,2019.0,5.0,MIN,2,0,0,6,1,1
678,2019.0,5.0,NE,3,2,0,2,0,6
679,2019.0,5.0,NO,2,0,0,5,2,1
680,2019.0,5.0,NYG,3,1,0,3,1,3
681,2019.0,5.0,NYJ,2,4,2,5,3,5
682,2019.0,5.0,PHI,5,1,0,2,5,2
683,2019.0,5.0,PIT,2,3,0,8,2,0
684,2019.0,5.0,SEA,0,2,0,7,0,0
685,2019.0,5.0,SF,2,2,0,0,2,2
686,2019.0,5.0,TB,2,1,0,6,3,0
687,2019.0,5.0,TEN,2,1,0,3,3,1
688,2019.0,5.0,WAS,4,4,0,3,4,3
689,2019.0,6.0,ARI,3,8,0,4,5,6
690,2019.0,6.0,ATL,3,0,0,5,3,2
691,2019.0,6.0,BAL,1,3,0,7,4,0
692,2019.0,6.0,CAR,5,6,0,5,5,4
693,2019.0,6.0,CIN,6,1,0,6,4,3
694,2019.0,6.0,CLE,0,3,0,3,0,3
695,2019.0,6.0,DAL,0,3,0,6,4,2
696,2019.0,6.0,DEN,1,3,0,5,1,5
697,2019.0,6.0,DET,2,6,0,2,2,5
698,2019.0,6.0,GB,3,0,1,8,3,9
699,2019.0,6.0,HOU,1,3,0,3,1,5
700,2019.0,6.0,JAX,1,2,0,7,0,2
701,2019.0,6.0,KC,3,2,2,5,5,2
702,2019.0,6.0,LAC,0,2,4,6,3,1
703,2019.0,6.0,LAR,2,0,1,4,3,0
704,2019.0,6.0,MIA,0,11,0,1,0,13
705,2019.0,6.0,MIN,2,1,0,6,2,1
706,2019.0,6.0,NE,1,6,0,0,1,6
707,2019.0,6.0,NO,3,1,0,0,5,0
708,2019.0,6.0,NYG,4,1,0,4,3,2
709,2019.0,6.0,NYJ,0,4,4,8,4,4
710,2019.0,6.0,PHI,6,0,0,3,6,2
711,2019.0,6.0,PIT,5,1,0,6,4,2
712,2019.0,6.0,SEA,1,1,2,3,3,0
713,2019.0,6.0,SF,4,1,0,0,5,2
714,2019.0,6.0,TB,5,3,0,3,5,3
715,2019.0,6.0,TEN,2,2,0,3,3,0
716,2019.0,6.0,WAS,5,1,0,11,4,2
717,2019.0,7.0,ARI,3,9,0,4,4,8
718,2019.0,7.0,ATL,1,0,0,6,1,2
719,2019.0,7.0,BAL,0,5,1,5,5,1
720,2019.0,7.0,BUF,0,3,0,12,0,2
721,2019.0,7.0,CHI,0,3,0,4,0,1
722,2019.0,7.0,CIN,7,0,1,4,8,0
723,2019.0,7.0,DAL,1,8,0,2,3,9
724,2019.0,7.0,DEN,1,1,0,7,1,1
725,2019.0,7.0,DET,2,5,0,5,2,3
726,2019.0,7.0,GB,2,3,2,6,4,6
727,2019.0,7.0,HOU,2,3,0,6,2,3
728,2019.0,7.0,IND,3,3,1,3,11,0
729,2019.0,7.0,JAX,2,1,0,4,2,1
730,2019.0,7.0,KC,5,1,0,9,4,1
731,2019.0,7.0,LAC,4,1,1,5,6,0
732,2019.0,7.0,LAR,1,1,1,2,3,0
733,2019.0,7.0,LV,2,2,1,6,2,3
734,2019.0,7.0,MIA,3,2,0,2,3,8
735,2019.0,7.0,MIN,1,1,0,6,1,1
736,2019.0,7.0,NE,3,5,0,0,3,5
737,2019.0,7.0,NO,5,0,0,0,4,1
738,2019.0,7.0,NYG,2,0,0,4,1,1
739,2019.0,7.0,NYJ,1,8,6,9,9,7
740,2019.0,7.0,PHI,6,1,0,1,6,1
741,2019.0,7.0,SEA,1,5,1,3,4,3
742,2019.0,7.0,SF,6,1,0,0,7,4
743,2019.0,7.0,TEN,2,3,1,4,3,4
744,2019.0,7.0,WAS,5,1,0,2,5,2
745,2019.0,8.0,ARI,2,6,0,5,4,5
746,2019.0,8.0,ATL,3,2,0,0,3,2
747,2019.0,8.0,BUF,0,5,0,8,1,5
748,2019.0,8.0,CAR,3,0,0,10,3,0
749,2019.0,8.0,CHI,0,1,0,1,0,1
750,2019.0,8.0,CIN,5,2,0,5,4,3
751,2019.0,8.0,CLE,1,2,0,7,1,1
752,2019.0,8.0,DEN,2,2,0,2,3,1
753,2019.0,8.0,DET,3,2,0,4,1,2
754,2019.0,8.0,GB,0,2,2,9,2,7
755,2019.0,8.0,HOU,3,4,0,6,3,5
756,2019.0,8.0,IND,1,5,0,6,5,4
757,2019.0,8.0,JAX,3,1,0,2,5,4
758,2019.0,8.0,KC,6,1,0,4,3,4
759,2019.0,8.0,LAC,4,5,0,7,5,1
760,2019.0,8.0,LAR,3,1,0,1,3,1
