,season,week,team,players_out_total,players_questionable_total,players_doubtful_total,players_full_total,players_none_total,players_limit_total
761,2019.0,8.0,LV,0,3,0,6,0,2
762,2019.0,8.0,MIA,4,4,0,7,2,6
763,2019.0,8.0,MIN,1,1,0,10,2,0
764,2019.0,8.0,NE,2,5,0,0,3,6
765,2019.0,8.0,NO,3,3,0,2,3,3
766,2019.0,8.0,NYG,2,0,0,3,1,1
767,2019.0,8.0,NYJ,4,3,3,10,5,5
768,2019.0,8.0,PHI,6,0,0,1,5,1
769,2019.0,8.0,PIT,0,3,0,11,0,1
770,2019.0,8.0,SEA,2,6,0,6,3,4
771,2019.0,8.0,SF,3,3,1,4,4,4
772,2019.0,8.0,TB,3,1,0,1,4,1
773,2019.0,8.0,TEN,4,1,0,7,4,1
774,2019.0,8.0,WAS,5,4,0,2,6,4
775,2019.0,9.0,ARI,2,2,0,6,2,2
776,2019.0,9.0,BAL,0,7,0,1,2,4
777,2019.0,9.0,BUF,1,3,0,3,2,3
778,2019.0,9.0,CAR,2,3,0,7,4,1
779,2019.0,9.0,CHI,1,0,0,0,1,4
780,2019.0,9.0,CLE,4,1,0,3,4,2
781,2019.0,9.0,DAL,1,2,0,4,2,5
782,2019.0,9.0,DEN,4,1,0,7,6,1
783,2019.0,9.0,DET,1,6,1,4,1,5
784,2019.0,9.0,GB,0,2,0,15,0,7
785,2019.0,9.0,HOU,5,2,0,12,5,1
786,2019.0,9.0,IND,1,2,1,8,6,0
787,2019.0,9.0,JAX,2,2,0,6,3,5
788,2019.0,9.0,KC,3,4,0,4,3,4
789,2019.0,9.0,LAC,1,2,3,2,4,2
790,2019.0,9.0,LV,0,6,0,3,2,6
791,2019.0,9.0,MIA,1,4,2,6,1,7
792,2019.0,9.0,MIN,0,1,0,2,0,1
793,2019.0,9.0,NE,1,7,0,0,0,9
794,2019.0,9.0,NYG,0,0,0,3,0,0
795,2019.0,9.0,NYJ,5,5,1,12,7,6
796,2019.0,9.0,PHI,2,3,0,5,3,3
797,2019.0,9.0,PIT,2,1,1,6,3,1
798,2019.0,9.0,SEA,0,0,3,15,2,3
799,2019.0,9.0,SF,3,3,1,2,3,4
800,2019.0,9.0,TB,1,1,0,3,3,1
801,2019.0,9.0,TEN,3,1,0,6,3,2
802,2019.0,9.0,WAS,5,1,0,8,3,2
803,2019.0,10.0,ARI,4,3,0,4,5,2
804,2019.0,10.0,ATL,3,1,0,2,3,3
805,2019.0,10.0,BAL,0,7,0,5,2,3
806,2019.0,10.0,BUF,0,0,0,5,0,0
807,2019.0,10.0,CAR,1,2,0,7,0,5
808,2019.0,10.0,CHI,1,1,0,1,1,1
809,2019.0,10.0,CIN,3,1,0,5,3,0
810,2019.0,10.0,CLE,2,3,0,8,3,0
811,2019.0,10.0,DAL,1,1,0,2,2,5
812,2019.0,10.0,DET,3,8,0,6,4,5
813,2019.0,10.0,GB,0,2,1,10,1,7
814,2019.0,10.0,IND,2,3,0,2,9,1
815,2019.0,10.0,KC,2,3,0,6,1,4
816,2019.0,10.0,LAC,2,3,3,0,6,2
817,2019.0,10.0,LAR,2,1,0,4,3,1
818,2019.0,10.0,LV,2,3,0,5,2,4
819,2019.0,10.0,MIA,2,4,0,11,1,4
820,2019.0,10.0,MIN,3,2,0,5,4,1
821,2019.0,10.0,NO,0,1,0,4,1,2
822,2019.0,10.0,NYG,3,0,1,0,4,0
823,2019.0,10.0,NYJ,1,8,3,9,3,10
824,2019.0,10.0,PIT,4,1,0,6,4,1
825,2019.0,10.0,SEA,0,2,0,12,0,5
826,2019.0,10.0,SF,0,4,2,3,2,5
827,2019.0,10.0,TB,3,0,0,4,3,1
828,2019.0,10.0,TEN,3,0,1,5,4,1
829,2019.0,11.0,ARI,2,4,0,9,3,2
830,2019.0,11.0,ATL,3,0,0,4,3,4
831,2019.0,11.0,BAL,0,2,1,5,1,2
832,2019.0,11.0,BUF,0,1,0,4,1,0
833,2019.0,11.0,CAR,1,1,1,6,5,1
834,2019.0,11.0,CHI,4,1,0,0,4,2
835,2019.0,11.0,CIN,4,2,0,3,4,1
836,2019.0,11.0,CLE,2,2,0,9,2,0
837,2019.0,11.0,DAL,1,2,0,7,2,4
838,2019.0,11.0,DEN,1,1,2,4,1,3
839,2019.0,11.0,DET,3,5,0,8,3,4
840,2019.0,11.0,HOU,0,4,0,2,0,4
841,2019.0,11.0,IND,2,2,1,5,10,0
842,2019.0,11.0,JAX,0,0,1,7,1,1
843,2019.0,11.0,KC,3,2,0,8,4,2
844,2019.0,11.0,LAC,1,4,2,7,5,1
845,2019.0,11.0,LAR,3,3,0,0,5,4
846,2019.0,11.0,LV,2,2,0,3,4,2
847,2019.0,11.0,MIA,1,4,0,15,1,2
848,2019.0,11.0,MIN,4,1,0,8,4,2
849,2019.0,11.0,NE,0,7,0,0,1,6
850,2019.0,11.0,NO,3,0,0,1,3,2
851,2019.0,11.0,NYJ,4,8,1,10,5,8
852,2019.0,11.0,PHI,3,1,0,1,3,2
853,2019.0,11.0,PIT,3,2,0,4,4,1
854,2019.0,11.0,SF,3,4,3,4,6,4
855,2019.0,11.0,TB,3,1,0,3,3,0
856,2019.0,11.0,WAS,4,2,0,2,4,3
857,2019.0,12.0,ATL,3,3,0,3,4,3
858,2019.0,12.0,BAL,0,3,1,9,1,0
859,2019.0,12.0,BUF,2,0,0,6,2,0
860,2019.0,12.0,CAR,0,3,0,6,0,1
861,2019.0,12.0,CHI,2,1,0,3,2,1
862,2019.0,12.0,CIN,2,2,0,6,3,1
863,2019.0,12.0,CLE,2,1,0,4,2,1
864,2019.0,12.0,DAL,1,3,0,4,3,4
865,2019.0,12.0,DEN,2,7,0,4,1,6
866,2019.0,12.0,DET,6,1,0,2,6,3
867,2019.0,12.0,GB,1,2,0,11,1,3
868,2019.0,12.0,HOU,3,3,0,3,3,3
869,2019.0,12.0,IND,4,4,0,6,8,2
870,2019.0,12.0,JAX,1,0,0,8,1,0
871,2019.0,12.0,LAR,2,1,0,4,4,0
872,2019.0,12.0,LV,1,1,0,0,1,4
873,2019.0,12.0,MIA,0,1,1,9,0,2
874,2019.0,12.0,NE,0,12,0,0,0,12
875,2019.0,12.0,NO,3,1,0,3,4,1
876,2019.0,12.0,NYG,2,0,0,5,2,0
877,2019.0,12.0,NYJ,1,8,3,7,4,8
878,2019.0,12.0,PHI,2,3,0,2,3,2
879,2019.0,12.0,PIT,2,0,1,9,3,0
880,2019.0,12.0,SEA,0,2,1,13,5,2
881,2019.0,12.0,SF,2,3,2,3,3,4
882,2019.0,12.0,TB,2,1,0,5,3,0
883,2019.0,12.0,TEN,0,0,2,2,2,3
884,2019.0,12.0,WAS,1,3,1,9,1,4
885,2019.0,13.0,ARI,0,2,0,7,1,0
886,2019.0,13.0,ATL,1,3,0,7,3,1
887,2019.0,13.0,BAL,0,6,0,9,1,0
888,2019.0,13.0,BUF,1,2,0,1,1,2
889,2019.0,13.0,CAR,1,2,1,6,5,1
890,2019.0,13.0,CHI,6,0,0,0,6,0
891,2019.0,13.0,CIN,4,1,0,5,4,1
892,2019.0,13.0,CLE,1,3,0,4,3,3
893,2019.0,13.0,DAL,2,1,0,0,2,4
894,2019.0,13.0,DEN,0,6,0,11,0,5
895,2019.0,13.0,DET,4,6,0,5,4,4
896,2019.0,13.0,GB,0,3,0,6,0,5
897,2019.0,13.0,HOU,1,3,1,5,1,4
898,2019.0,13.0,IND,2,4,0,5,6,1
899,2019.0,13.0,JAX,2,2,0,4,2,3
900,2019.0,13.0,KC,1,0,0,8,2,0
901,2019.0,13.0,LAC,0,3,0,5,0,2
902,2019.0,13.0,LAR,3,0,0,1,3,1
903,2019.0,13.0,LV,1,1,0,0,2,4
904,2019.0,13.0,MIA,0,4,0,8,0,2
905,2019.0,13.0,MIN,1,5,0,6,1,2
906,2019.0,13.0,NE,1,17,0,1,3,17
907,2019.0,13.0,NO,3,3,0,0,3,3
908,2019.0,13.0,NYG,5,0,0,0,5,0
909,2019.0,13.0,NYJ,3,7,0,7,3,7
910,2019.0,13.0,PHI,0,2,0,7,0,2
911,2019.0,13.0,PIT,1,1,1,3,1,1
912,2019.0,13.0,SEA,0,5,2,11,9,4
913,2019.0,13.0,SF,2,2,0,2,2,5
914,2019.0,13.0,TB,3,1,0,6,5,0
915,2019.0,13.0,TEN,1,0,0,8,1,0
916,2019.0,13.0,WAS,2,2,0,10,2,2
917,2019.0,14.0,ARI,0,5,0,6,2,3
918,2019.0,14.0,ATL,2,2,0,3,4,9
919,2019.0,14.0,BAL,0,4,0,10,0,0
920,2019.0,14.0,BUF,1,0,0,0,5,0
921,2019.0,14.0,CAR,2,2,0,5,2,2
922,2019.0,14.0,CHI,4,0,1,1,5,0
923,2019.0,14.0,CIN,4,0,0,7,4,0
924,2019.0,14.0,CLE,1,4,1,9,2,6
925,2019.0,14.0,DAL,3,1,0,7,4,2
926,2019.0,14.0,DEN,1,3,0,9,1,3
927,2019.0,14.0,DET,2,2,1,1,3,3
928,2019.0,14.0,GB,0,3,0,9,0,3
929,2019.0,14.0,HOU,1,5,0,2,1,5
930,2019.0,14.0,IND,3,2,0,4,9,0
931,2019.0,14.0,JAX,0,1,1,10,1,1
932,2019.0,14.0,KC,3,2,0,6,6,0
933,2019.0,14.0,LAC,2,1,0,5,0,0
934,2019.0,14.0,LAR,1,0,1,2,5,0
935,2019.0,14.0,LV,3,2,0,0,3,5
936,2019.0,14.0,MIA,2,0,0,7,0,1
937,2019.0,14.0,MIN,0,1,1,6,1,1
938,2019.0,14.0,NE,0,8,0,2,2,6
939,2019.0,14.0,NO,5,3,0,0,7,1
940,2019.0,14.0,NYG,6,0,0,2,5,1
941,2019.0,14.0,NYJ,2,7,4,4,6,7
942,2019.0,14.0,PHI,1,3,0,0,4,1
943,2019.0,14.0,PIT,2,0,0,3,1,2
944,2019.0,14.0,SEA,1,2,3,3,5,2
945,2019.0,14.0,SF,2,3,0,8,2,3
946,2019.0,14.0,TB,4,2,0,7,5,1
947,2019.0,14.0,TEN,5,1,0,4,5,1
948,2019.0,14.0,WAS,3,0,0,9,3,0
949,2019.0,15.0,ARI,0,4,0,9,1,4
950,2019.0,15.0,ATL,3,1,0,8,3,0
951,2019.0,15.0,BAL,1,4,1,5,2,2
952,2019.0,15.0,BUF,1,2,0,4,2,1
953,2019.0,15.0,CAR,3,2,1,5,2,3
954,2019.0,15.0,CHI,4,2,0,2,4,3
955,2019.0,15.0,CIN,2,1,0,5,3,0
956,2019.0,15.0,CLE,2,2,0,9,1,4
957,2019.0,15.0,DAL,1,2,0,11,4,0
958,2019.0,15.0,DEN,5,3,0,10,7,1
959,2019.0,15.0,DET,5,3,0,4,9,2
960,2019.0,15.0,GB,0,2,0,9,0,3
961,2019.0,15.0,HOU,0,3,0,3,0,3
962,2019.0,15.0,IND,1,2,0,2,7,0
963,2019.0,15.0,JAX,1,0,0,9,1,1
964,2019.0,15.0,KC,2,2,0,8,4,0
965,2019.0,15.0,LAC,1,1,0,3,0,1
966,2019.0,15.0,LAR,1,0,1,2,2,0
967,2019.0,15.0,LV,1,7,0,0,3,8
968,2019.0,15.0,MIA,3,2,1,7,1,1
969,2019.0,15.0,MIN,2,2,0,7,2,3
970,2019.0,15.0,NE,0,7,0,3,0,7
971,2019.0,15.0,NO,5,0,0,2,5,5
972,2019.0,15.0,NYG,4,0,0,2,3,2
973,2019.0,15.0,NYJ,4,6,4,6,8,6
974,2019.0,15.0,PHI,1,4,0,2,4,2
975,2019.0,15.0,PIT,2,1,0,8,2,0
976,2019.0,15.0,SEA,2,4,0,8,6,3
977,2019.0,15.0,SF,6,0,0,1,7,0
978,2019.0,15.0,TB,3,3,1,5,4,1
979,2019.0,15.0,TEN,3,2,0,4,4,1
980,2019.0,15.0,WAS,2,5,0,7,4,3
981,2019.0,16.0,ARI,0,3,0,9,0,2
982,2019.0,16.0,ATL,1,0,0,3,2,7
983,2019.0,16.0,BAL,0,2,0,7,0,0
984,2019.0,16.0,BUF,1,1,0,3,1,1
985,2019.0,16.0,CAR,4,3,0,7,5,0
986,2019.0,16.0,CHI,2,2,0,1,2,2
987,2019.0,16.0,CIN,2,0,0,6,2,0
988,2019.0,16.0,CLE,0,6,0,5,0,7
989,2019.0,16.0,DAL,1,3,0,5,2,8
990,2019.0,16.0,DEN,3,5,0,11,4,4
991,2019.0,16.0,DET,3,2,0,1,3,3
992,2019.0,16.0,GB,1,1,0,6,1,2
993,2019.0,16.0,HOU,2,5,0,2,2,5
994,2019.0,16.0,IND,3,1,0,2,7,0
995,2019.0,16.0,JAX,0,1,0,8,0,4
996,2019.0,16.0,KC,2,0,0,8,1,1
997,2019.0,16.0,LAC,0,1,1,3,1,1
998,2019.0,16.0,LAR,1,1,0,3,3,0
999,2019.0,16.0,LV,3,0,0,6,4,2
1000,2019.0,16.0,MIA,0,5,0,10,0,5
1001,2019.0,16.0,MIN,1,1,0,4,1,1
1002,2019.0,16.0,NE,1,4,0,1,1,4
1003,2019.0,16.0,NO,3,3,0,4,3,1
1004,2019.0,16.0,NYG,1,0,0,5,0,1
1005,2019.0,16.0,NYJ,0,9,2,9,2,9
1006,2019.0,16.0,PHI,1,4,0,3,2,4
1007,2019.0,16.0,PIT,0,0,0,11,0,0
1008,2019.0,16.0,SEA,0,3,2,6,5,4
1009,2019.0,16.0,SF,3,1,0,2,2,2
1010,2019.0,16.0,TB,3,4,0,6,7,2
1011,2019.0,16.0,TEN,2,2,0,6,3,0
1012,2019.0,16.0,WAS,1,1,1,9,2,0
1013,2019.0,17.0,ARI,1,2,0,4,2,1
1014,2019.0,17.0,ATL,3,0,0,4,5,1
1015,2019.0,17.0,BAL,1,5,0,4,3,2
1016,2019.0,17.0,BUF,2,1,0,2,2,1
1017,2019.0,17.0,CAR,2,2,0,8,3,1
1018,2019.0,17.0,CHI,3,1,2,0,4,3
1019,2019.0,17.0,CIN,1,0,1,5,2,0
1020,2019.0,17.0,CLE,0,7,0,3,2,6
1021,2019.0,17.0,DAL,1,3,0,4,5,6
1022,2019.0,17.0,DEN,3,1,0,7,3,0
1023,2019.0,17.0,DET,1,5,0,4,1,3
1024,2019.0,17.0,GB,0,1,3,5,4,7
1025,2019.0,17.0,HOU,1,7,0,2,2,6
1026,2019.0,17.0,IND,2,2,2,4,7,2
1027,2019.0,17.0,JAX,2,4,1,2,3,10
1028,2019.0,17.0,KC,1,3,0,5,2,1
1029,2019.0,17.0,LAC,1,0,0,4,1,0
1030,2019.0,17.0,LAR,2,0,1,6,4,0
1031,2019.0,17.0,LV,1,0,1,4,2,1
1032,2019.0,17.0,MIA,2,5,0,8,1,5
1033,2019.0,17.0,MIN,2,3,0,3,1,3
1034,2019.0,17.0,NE,0,9,0,0,1,7
1035,2019.0,17.0,NO,3,1,0,5,4,2
1036,2019.0,17.0,NYG,3,3,0,2,2,6
1037,2019.0,17.0,NYJ,2,8,0,4,2,8
1038,2019.0,17.0,PHI,2,2,0,5,3,1
1039,2019.0,17.0,PIT,2,0,0,9,2,0
1040,2019.0,17.0,SEA,2,3,0,8,3,4
1041,2019.0,17.0,SF,2,1,1,2,2,3
1042,2019.0,17.0,TB,2,2,0,8,4,1
1043,2019.0,17.0,TEN,3,1,0,5,4,0
1044,2019.0,17.0,WAS,3,3,0,4,7,1
1045,2019.0,18.0,BUF,0,4,0,2,0,4
1046,2019.0,18.0,HOU,0,5,0,5,0,5
1047,2019.0,18.0,MIN,2,1,0,8,2,1
1048,2019.0,18.0,NE,0,6,0,0,0,7
1049,2019.0,18.0,NO,2,0,0,4,2,0
1050,2019.0,18.0,PHI,1,2,0,6,2,1
1051,2019.0,18.0,SEA,3,2,0,5,5,1
1052,2019.0,18.0,TEN,1,3,0,3,1,3
1053,2019.0,19.0,BAL,0,2,0,3,1,2
1054,2019.0,19.0,GB,0,4,0,7,3,6
1055,2019.0,19.0,HOU,0,7,0,4,0,7
1056,2019.0,19.0,KC,1,2,0,3,2,1
1057,2019.0,19.0,MIN,2,1,0,9,3,0
1058,2019.0,19.0,SEA,0,5,1,10,3,3
1059,2019.0,19.0,SF,0,2,0,1,1,2
1060,2019.0,19.0,TEN,2,1,0,5,2,1
1061,2019.0,20.0,GB,0,2,0,8,0,5
1062,2019.0,20.0,KC,0,3,0,6,0,4
1063,2019.0,20.0,SF,0,0,0,4,0,1
1064,2019.0,20.0,TEN,0,7,0,1,0,7
1065,2019.0,21.0,KC,0,0,0,4,0,0
1066,2019.0,21.0,SF,0,0,0,3,0,0
1067,2020.0,1.0,ARI,1,0,0,3,2,0
1068,2020.0,1.0,ATL,2,1,0,3,5,4
1069,2020.0,1.0,BAL,3,1,0,1,4,0
1070,2020.0,1.0,BUF,1,1,0,3,1,1
1071,2020.0,1.0,CAR,1,2,0,18,2,2
1072,2020.0,1.0,CHI,0,7,1,6,1,1
1073,2020.0,1.0,CIN,2,0,1,4,3,0
1074,2020.0,1.0,CLE,4,2,0,0,4,2
1075,2020.0,1.0,DAL,1,0,0,3,1,0
1076,2020.0,1.0,DEN,2,2,0,4,3,1
1077,2020.0,1.0,DET,3,5,1,1,4,5
1078,2020.0,1.0,GB,1,1,2,2,2,2
1079,2020.0,1.0,HOU,0,3,0,3,0,3
1080,2020.0,1.0,IND,1,1,0,3,5,1
1081,2020.0,1.0,JAX,1,0,0,4,2,0
1082,2020.0,1.0,KC,0,0,0,6,0,0
1083,2020.0,1.0,LAC,1,4,0,2,2,2
1084,2020.0,1.0,LAR,0,0,0,2,0,0
1085,2020.0,1.0,LV,0,0,0,7,2,1
1086,2020.0,1.0,MIA,0,0,1,7,0,1
1087,2020.0,1.0,NE,2,5,0,2,2,5
1088,2020.0,1.0,NO,2,1,0,0,3,1
1089,2020.0,1.0,NYG,0,3,0,2,0,3
1090,2020.0,1.0,NYJ,4,2,0,6,3,2
1091,2020.0,1.0,PHI,4,1,0,2,2,3
1092,2020.0,1.0,PIT,1,0,0,1,2,0
1093,2020.0,1.0,SEA,1,2,0,1,2,3
1094,2020.0,1.0,SF,2,2,0,0,3,2
1095,2020.0,1.0,TB,0,0,1,4,1,1
1096,2020.0,1.0,TEN,5,1,0,4,2,3
1097,2020.0,1.0,WAS,1,1,1,3,1,1
1098,2020.0,2.0,ARI,2,2,0,2,3,2
1099,2020.0,2.0,ATL,2,1,1,2,5,4
1100,2020.0,2.0,BAL,2,3,0,2,5,1
1101,2020.0,2.0,BUF,3,0,0,5,3,1
1102,2020.0,2.0,CAR,3,0,0,4,3,0
1103,2020.0,2.0,CHI,0,2,0,4,0,1
1104,2020.0,2.0,CIN,4,0,0,4,4,0
1105,2020.0,2.0,CLE,4,6,0,0,4,6
1106,2020.0,2.0,DAL,0,2,0,2,2,1
1107,2020.0,2.0,DEN,2,3,0,6,3,3
1108,2020.0,2.0,DET,4,4,0,2,4,4
1109,2020.0,2.0,GB,4,5,0,4,5,3
1110,2020.0,2.0,HOU,0,4,0,2,2,4
1111,2020.0,2.0,IND,1,5,0,3,6,1
1112,2020.0,2.0,JAX,1,0,0,6,1,0
1113,2020.0,2.0,KC,3,0,0,5,3,0
1114,2020.0,2.0,LAC,0,0,1,6,2,0
1115,2020.0,2.0,LAR,0,1,0,2,0,0
1116,2020.0,2.0,LV,0,2,3,4,5,3
1117,2020.0,2.0,MIA,1,1,1,4,0,4
1118,2020.0,2.0,MIN,1,0,0,3,1,0
1119,2020.0,2.0,NE,1,6,0,1,0,8
1120,2020.0,2.0,NO,3,0,0,2,4,0
1121,2020.0,2.0,NYG,1,2,0,1,1,2
1122,2020.0,2.0,NYJ,2,3,0,8,1,4
1123,2020.0,2.0,PHI,1,2,0,7,1,1
1124,2020.0,2.0,PIT,2,0,0,7,3,0
1125,2020.0,2.0,SEA,0,1,2,1,4,1
1126,2020.0,2.0,SF,2,1,0,3,4,0
1127,2020.0,2.0,TB,1,0,1,4,2,1
1128,2020.0,2.0,TEN,2,4,0,7,3,0
1129,2020.0,2.0,WAS,1,2,0,1,1,1
1130,2020.0,3.0,ARI,2,2,0,4,2,2
1131,2020.0,3.0,ATL,2,5,0,4,7,6
1132,2020.0,3.0,BAL,1,4,0,1,4,4
1133,2020.0,3.0,BUF,3,3,0,8,3,2
1134,2020.0,3.0,CAR,0,1,2,4,2,0
1135,2020.0,3.0,CHI,0,2,0,9,1,1
1136,2020.0,3.0,CIN,1,2,0,4,2,1
1137,2020.0,3.0,CLE,3,3,0,5,3,4
1138,2020.0,3.0,DAL,1,2,0,1,2,1
1139,2020.0,3.0,DEN,2,1,1,9,2,2
1140,2020.0,3.0,DET,1,3,1,1,2,3
1141,2020.0,3.0,GB,0,3,3,6,3,3
1142,2020.0,3.0,HOU,0,3,0,4,2,3
1143,2020.0,3.0,IND,2,1,0,1,7,1
1144,2020.0,3.0,JAX,2,1,0,2,3,0
1145,2020.0,3.0,KC,1,3,0,8,1,1
1146,2020.0,3.0,LAC,3,3,3,4,7,1
1147,2020.0,3.0,LAR,1,1,0,3,2,1
1148,2020.0,3.0,LV,3,4,0,6,4,5
1149,2020.0,3.0,MIA,2,0,1,8,1,1
1150,2020.0,3.0,MIN,2,2,0,1,3,2
1151,2020.0,3.0,NE,3,5,0,0,2,7
1152,2020.0,3.0,NO,2,4,0,0,2,6
1153,2020.0,3.0,NYG,0,1,1,1,0,2
1154,2020.0,3.0,NYJ,5,3,0,10,5,3
1155,2020.0,3.0,PHI,3,1,0,6,2,2
1156,2020.0,3.0,PIT,0,0,0,9,0,0
1157,2020.0,3.0,SEA,1,4,0,10,3,6
1158,2020.0,3.0,SF,6,1,0,1,5,2
1159,2020.0,3.0,TB,1,0,0,1,3,2
1160,2020.0,3.0,TEN,3,0,0,7,1,2
1161,2020.0,3.0,WAS,2,2,0,5,2,0
1162,2020.0,4.0,ARI,2,7,0,4,5,3
1163,2020.0,4.0,ATL,4,2,0,4,6,7
1164,2020.0,4.0,BAL,0,8,0,1,5,4
1165,2020.0,4.0,BUF,1,2,0,7,1,3
1166,2020.0,4.0,CAR,0,3,0,3,1,5
1167,2020.0,4.0,CHI,0,2,1,8,1,1
1168,2020.0,4.0,CIN,3,0,1,5,3,1
1169,2020.0,4.0,CLE,3,6,0,6,3,7
1170,2020.0,4.0,DAL,0,2,0,0,0,3
1171,2020.0,4.0,DEN,2,2,0,4,5,2
1172,2020.0,4.0,DET,1,5,0,0,2,4
1173,2020.0,4.0,GB,2,9,1,5,7,4
1174,2020.0,4.0,HOU,0,2,0,6,0,2
1175,2020.0,4.0,IND,2,0,0,2,6,0
1176,2020.0,4.0,JAX,2,1,0,9,2,3
1177,2020.0,4.0,KC,0,1,0,8,0,1
1178,2020.0,4.0,LAC,4,4,0,5,5,0
1179,2020.0,4.0,LAR,1,1,0,3,1,1
1180,2020.0,4.0,LV,3,2,3,10,6,1
1181,2020.0,4.0,MIA,0,2,2,3,0,4
1182,2020.0,4.0,MIN,1,0,1,2,1,1
1183,2020.0,4.0,NE,1,5,0,0,1,5
1184,2020.0,4.0,NO,6,1,0,1,5,2
1185,2020.0,4.0,NYG,1,1,0,1,2,1
1186,2020.0,4.0,NYJ,1,5,2,4,2,6
1187,2020.0,4.0,PHI,4,1,1,6,4,4
1188,2020.0,4.0,SEA,3,6,0,17,5,3
1189,2020.0,4.0,SF,7,1,0,2,7,1
1190,2020.0,4.0,TB,2,1,0,4,3,0
1191,2020.0,4.0,WAS,3,4,0,5,5,1
1192,2020.0,5.0,ARI,1,3,0,8,2,1
1193,2020.0,5.0,ATL,1,1,0,3,5,6
1194,2020.0,5.0,BAL,0,12,1,6,5,5
1195,2020.0,5.0,BUF,1,8,0,4,5,5
1196,2020.0,5.0,CAR,1,0,0,10,1,0
1197,2020.0,5.0,CHI,1,1,1,5,2,0
1198,2020.0,5.0,CIN,0,1,2,6,2,1
1199,2020.0,5.0,CLE,3,2,0,11,3,3
1200,2020.0,5.0,DAL,2,0,0,4,2,0
1201,2020.0,5.0,HOU,0,5,0,4,1,5
1202,2020.0,5.0,IND,2,1,0,4,6,1
1203,2020.0,5.0,JAX,0,4,0,8,3,4
1204,2020.0,5.0,KC,1,0,0,7,1,0
1205,2020.0,5.0,LAC,3,3,0,7,3,4
1206,2020.0,5.0,LAR,1,2,0,5,1,3
1207,2020.0,5.0,LV,1,4,0,11,3,5
1208,2020.0,5.0,MIA,2,1,0,7,3,1
1209,2020.0,5.0,MIN,1,2,0,6,1,3
1210,2020.0,5.0,NO,3,6,0,1,4,7
1211,2020.0,5.0,NYG,1,3,0,0,1,3
1212,2020.0,5.0,NYJ,1,5,2,4,3,5
1213,2020.0,5.0,PHI,3,0,0,6,5,1
1214,2020.0,5.0,PIT,2,0,0,7,2,0
1215,2020.0,5.0,SEA,1,5,0,17,4,5
1216,2020.0,5.0,SF,4,3,0,5,6,2
1217,2020.0,5.0,TB,3,2,1,3,7,1
1218,2020.0,5.0,TEN,0,2,0,5,0,1
1219,2020.0,5.0,WAS,2,4,0,6,4,0
1220,2020.0,6.0,ARI,1,3,0,3,4,3
1221,2020.0,6.0,ATL,2,1,0,1,5,7
1222,2020.0,6.0,BAL,0,7,1,5,6,1
1223,2020.0,6.0,BUF,1,4,0,4,2,3
1224,2020.0,6.0,CAR,0,4,0,3,4,3
1225,2020.0,6.0,CHI,1,3,0,6,1,1
1226,2020.0,6.0,CIN,0,1,1,7,1,1
1227,2020.0,6.0,CLE,4,6,0,7,5,4
1228,2020.0,6.0,DAL,0,0,0,6,0,0
1229,2020.0,6.0,DEN,2,3,0,7,3,2
1230,2020.0,6.0,DET,1,2,0,5,2,1
1231,2020.0,6.0,GB,1,4,0,5,1,5
1232,2020.0,6.0,HOU,0,4,0,3,2,4
1233,2020.0,6.0,IND,2,4,1,3,8,0
1234,2020.0,6.0,JAX,0,5,0,8,2,3
1235,2020.0,6.0,KC,2,1,0,11,2,0
1236,2020.0,6.0,LAR,1,1,0,4,2,0
1237,2020.0,6.0,MIA,0,3,0,5,1,3
1238,2020.0,6.0,MIN,4,0,1,3,5,0
1239,2020.0,6.0,NE,0,4,0,0,3,4
1240,2020.0,6.0,NYG,0,3,0,1,0,4
1241,2020.0,6.0,NYJ,0,5,2,5,2,5
1242,2020.0,6.0,PHI,7,1,0,8,4,3
1243,2020.0,6.0,PIT,2,0,0,8,2,0
1244,2020.0,6.0,SF,2,3,0,3,4,0
1245,2020.0,6.0,TB,0,3,0,5,2,6
1246,2020.0,6.0,TEN,0,1,0,15,3,0
1247,2020.0,6.0,WAS,2,1,0,5,3,0
1248,2020.0,7.0,ARI,0,6,0,2,1,5
1249,2020.0,7.0,ATL,0,1,0,4,4,4
1250,2020.0,7.0,BUF,5,3,0,2,7,3
1251,2020.0,7.0,CAR,0,4,0,6,2,2
1252,2020.0,7.0,CHI,1,5,0,11,2,2
1253,2020.0,7.0,CIN,2,2,0,7,3,1
1254,2020.0,7.0,CLE,3,2,0,8,3,4
1255,2020.0,7.0,DAL,2,0,0,0,2,1
1256,2020.0,7.0,DEN,2,3,0,5,4,1
1257,2020.0,7.0,DET,1,0,0,5,1,0
1258,2020.0,7.0,GB,2,5,3,2,7,7
1259,2020.0,7.0,HOU,0,3,0,6,2,1
1260,2020.0,7.0,JAX,3,1,0,8,4,3
1261,2020.0,7.0,KC,4,0,0,7,4,0
1262,2020.0,7.0,LAC,1,4,1,4,2,3
1263,2020.0,7.0,LAR,0,1,0,3,2,2
1264,2020.0,7.0,LV,2,2,0,3,7,3
1265,2020.0,7.0,NE,1,5,0,0,3,5
1266,2020.0,7.0,NO,2,1,0,2,3,3
1267,2020.0,7.0,NYG,2,1,0,1,3,2
1268,2020.0,7.0,NYJ,0,5,2,5,3,4
1269,2020.0,7.0,PHI,6,0,0,3,6,2
1270,2020.0,7.0,PIT,2,0,0,6,3,0
1271,2020.0,7.0,SEA,1,1,0,8,2,6
